dataset_ID,format_flag,dataset_name,data_source,system,climate,taxa,organism,location,CentralLatitude,CentralLongitude,LatLong_sites,Raw_datafile_name,Raw_start_year,Raw_end_year,Raw_nRecs,Raw_nTime,Raw_nSpecies,Raw_siteUnit,spatial_scale_variable,Raw_nSites,Notes_siteFormat,Notes_spFormat,Raw_spatial_grain,Raw_spatial_grain_unit,Raw_Mean_Individuals_perSiteYear,Raw_Min_Individuals_perSiteYear,Raw_Max_Individuals_perSiteYear,countFormat,Notes_countFormat,Formatted_nRecs,Formatted_start_year,Formatted_end_year,Formatted_nSites,Formatted_nTime,Formatted_nSpecies,Formatted_Mean_Individuals_perSiteYear,Formatted_Min_Individuals_perSiteYear,Formatted_Max_Individuals_perSiteYear,Formatted_spatial_grain,Formatted_spatial_grain_unit,Spatial_subsamples,Temporal_subsamples,Notes_timeFormat,subannualTgrain,PropOcc_notes,General_notes,Citation1,Citation2,Citation3,Citation4,Citation5,Citation6
245,5,A multi-decade time series of kelp forest community structure at the California Channel Islands. Ecology 94:2655.,http://esapubs.org/archive/ecol/E094/245/,Marine,Temperate,Fish,Fish,California Channel Islands,34,-120.25,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,Only 13 species (i.e. not all) monitored using this method; see dataset 246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Transect count,Kushner et al. 2013,,,,,
246,1,A multi-decade time series of kelp forest community structure at the California Channel Islands. Ecology 94:2655.,http://esapubs.org/archive/ecol/E094/245/,Marine,Temperate,Fish,Fish,California Channel Islands,34,-120.25,N,RDFC data.csv,1996,2011,10874,452,93,site,N,33,Site is a 2000 m2 (20 x 100 m transect) area surveyed over 30 minutes,Several unidentified taxa removed. Juvenile and adult (and occasionally male and female) classes of the same species were lumped into single entities.,2000,m2,3926.179625,106,110617,count,Data prior to 2003 include abundance categories rather than numeric counts that were converted to numeric values based on category midpoints.,7316,1996,2011,32,16,86,2594.714674,67,21407,NA,NA,1,1,Temporal data provided as dates. The only modification to this field involved converting to a date object.,Y,,Roving Fish count. Likely should not be considered independent of COM02S,Kushner et al. 2013,,,,,
247,1,Mosquitoes of North America with emphasis in the midwestern United States: long-term occurrence patterns. Ecology 94:1433.,http://esapubs.org/archive/ecol/E094/126/,Terrestrial,Temperate,Invertebrate,Insect,North America,NA,NA,N,MosquitoDB.zip,1969,2009,167999,5753,58,site,N,111,"site field is a concatenation of lat and long for some sites, but for others is a provided sitename. Spatial scale arbitrarily listed at 1000 m2 as an area over which mosquitos might be attracted to a light trap (i.e. circle of radius 18 m).","Some simple misspellings were fixed, and unidentified species (""Unknown"", or e.g., ""Aedes spp."") were removed.",1000,m2,NA,NA,NA,density,"No 0s or NAs. Count is a count of adult individuals, although 10% of values are <1 (so density?)",2619,1969,2009,13,37,28,NA,NA,NA,NA,NA,1,78,"Day, month and year combined into single date field",Y,,"Mosquitoes! There are a lot of records, but much of these data will likely not be usable .",Hellmann et al. 2013,,,,,
248,1,SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-sbc.17.27,Marine,Temperate,Fish,Fish,Santa Barbara coast and Channel Islands,NA,NA,N,all_fish_all_years_20130208.csv,2000,2012,5069,416,60,msite_site_transect,Y,53,The site field is a concatenation of site and transect.,"One blank and two unidentified taxa removed; ""No species"" retained with count of 0 for accurate calculation of temporal occupancy.",80,m2,49.56955645,0,737,count,"Count data provided for number of individuals per species within 2 m of the ocean bottom, including a pass for cryptic benthic species.",3143,2000,2012,39,13,58,31.61814346,0,373,NA,NA,1,1,The only modification to this field involved converting to a date object.,Y,,,Reed 2013,,,,,
250,1,Stream fish assemblage stability in a southern Appalachian stream at the Coweeta Hydrologic Laboratory from 1984 to 1995,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-cwt.3047.13,Freshwater,Temperate,Fish,Fish,"Coweeta Long Term Ecological Research Program, NC",35.0589,-83.4319,N,3047_fish_data.csv,1984,1995,651,112,14,creek_location,N,3,The site field denotes a creek section,Species were abbreviated and no bad species or typos were observed.,30,m,294.7222222,114,676,count,"Each record reflects 1 individual, from which total counts are tallied.",150,1984,1993,2,10,14,267.5789474,158,378,NA,NA,1,3,"The year, month, and day columns were concatenated to make a single date column, which was then converted to a date object.",Y,,,Coweeta LTER 2007,,,,,
251,5,Antarctica seabird census,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-pal.100.1,Marine,Polar,Bird,Bird,Antarctica,NA,NA,,NA,NA,NA,27672,19,57,,,1061,,,NA,km,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Counts from ships. Count data includes mammal observations.,,,,,,
252,1,Sevilleta LTER arthropod data,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-sev.29.175390,Terrestrial,Temperate,Invertebrate,Arthropod,"Sevilleta LTER, NM",34.331,-106.376,N,sev029_arthropop_02162009.txt,1992,2004,12918,96,429,msite_site_line_trap,Y,60,"The site field is a concatenation of site, line, and trap. Traps 1,3,5 only were used bc 2,4,6 did not have data for all years.","No typos found, but some species were just labelled as numbers and were removed. Also NS meant ""no species"" bc values were either negative or -888, the NA value, so that was also removed.",10,m2,97.40110906,2,1378,count,"Count data already present, no formatting needed.",5708,1992,2004,42,12,365,78.22191011,6,496,NA,NA,1,5,"The year, month, and day columns were concatenated using ""paste"" to get a single column called sampledate, which was then converted to a date object.",Y,,One of the sites ends in 2001 (another starts up then but should be ignored),Lightfoot et al. 2010,,,,,
253,5,Kellogg LTER seed bank,http://lter.kbs.msu.edu/datatables/23,Terrestrial,Temperate,Plant,Seed,"Michigan, USA",NA,NA,,NA,NA,NA,2136,NA,87,,,150,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
254,1,Portal Rodents,http://esapubs.org/archive/ecol/E090/118/metadata.htm,Terrestrial,Temperate,Mammal,Rodents,"Portal, AZ",31.93888,-109.0797,N,Portal_rodents_19772002.csv,NA,NA,17211,636,22,site_plot,Y,24,"data can be analyzed at the scale of the entire ""site"" or at the ""plot""",All non-rodents that were not identified to species were removed based on the species table associated with this dataset.,0.25,ha,53.94330709,2,180,count,"Each row represents the trapping of a single individual, so count=1",190,1980,1998,1,15,21,766.1333333,131,1401,NA,NA,11,24,"year, month, and day fields combined into single date field",Y,,,Ernest et al. ,,,,,
255,1,Hinkley Point fish,http://www.nature.com/nature/journal/v422/n6933/full/nature01547.html,Marine,Temperate,Fish,Fish,"Hinkley Point, Bristol Channel, UK",51.3635,-4.1886,,NA,NA,NA,NA,NA,NA,,N,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,Magurran and Henderson 2003,,,,,
256,5,Elba island butterflies,https://www.researchgate.net/publication/225129821_Core_and_satellite_butterfly_species_on_Elba_island_Tuscan_Archipelago_Italy_A_study_on_persistence_based_on_https://www.researchgate.net/publication/225129821_Core_and_satellite_butterfly_species_on_Elba_island_Tuscan_Archipelago_Italy_A_study_on_persistence_based_on_120_years_of_collection_data,Terrestrial,Temperate,Invertebrate,Butterflies,"Elba island, Italy",42.77,10.3,N,"extracted from Dapporto 2009, J Ins Cons",1898,1998,366,6,61,site,N,1,The site field is just the number 1 beacuse all samples are from the same island site.,No bad species or typos were found so the species column was not altered,100,km2,NA,NA,NA,presence,"Presence data provided as 0,1, or NA",366,1898,1998,1,6,61,NA,NA,NA,NA,NA,NA,NA,The only modification to this field involved converting to a date object.,N,,"Data deemed inappropriate for our purposes as the temporal grain of each ""sample"" is 20 years (i.e. 1909-1928, 1929-1948, etc).",Dapporto 2009,,,,,
257,1,Ireland amphipods,http://www.sciencedirect.com/science/article/pii/0022098196000305,Marine,Temperate,Invertebrate,Amphipods,"Lough Hyne, Ireland",50.51666667,9.3,N,extracted from Costello & Myers 1996,NA,NA,NA,NA,27,,N,NA,A site is a single plastic mesh kitchen scouring pad.,"No species names, just total number of species at each temporal occupancy level.",146,cm2,515.5833333,NA,NA,NA,"Raw occupancy data, not individual counts, provided.",NA,NA,NA,NA,NA,27,515.5833333,NA,NA,NA,NA,NA,NA,Monthly samples.,Y,,only monthly presence-absence info available,Costello and Myers 1996,,,,,
258,1,"2003 Prescribed Burn Effect on Chihuahuan Desert Grasses and Shrubs at the Sevilleta National Wildlife Refuge, New Mexico: Species Composition Study (2004- ) ",http://sev.lternet.edu/data/sev-166,Terrestrial,Temperate,Plant,Plant,"Sevilleta LTER, NM",34.305,-106.6858,N,sev166_burnxquad_11142013_0.txt,2004,2013,43936,19,154,site_PLOT_QUAD,Y,769,"Each quad is 50 x 50 cm, and there are 48 quads to a plot.","Used trimws command to remove white space duplicates. Several categories of unidentified taxa were removed, and a few others were merged to known taxa.",2500,cm2,NA,NA,NA,cover,"Cover of each species rooted in each quadrat provided. Visually estimated in 1% intervals from 1-9%, then in 5% intervals from 10-100%.",4941,2004,2012,16,9,147,NA,NA,NA,NA,NA,48,2,Quads surveyed each spring (May) and fall (Sep or Oct); converted SEASON to actual date.,Y,,,,,,,,
259,1,"Portal Plants, winter",http://esapubs.org/archive/ecol/E090/118/metadata.htm,Terrestrial,Temperate,Plant,Plant,"Portal, AZ",31.938889,-109.07972,N,"Portal_plant_winter_annual_19892002.csv, Portal_plant_winter_perennial_19892002.csv",1989,2002,500736,14,95,Studysite_Plot_Quadrat,Y,384,Studysite has 24 plots each of which contains 16 25x25 cm quads.,"All taxa not identified to species were removed, except those reflecting particular morphotypes (e.g. Cryp_sp3 and Cryp_sp4 were kept while Astr_spp was dropped.",0.0625,m2,79.12723214,0,1889,count,Data represents number of stems.,1304,1989,2002,1,14,95,30384.85714,146,122273,NA,NA,384,1,Date field is simply year,N,,,,,,,,
260,1,Mediterranean tintinnid ciliates,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2008.02046.x/abstract,Marine,Temperate,Plankton,Tintinnid ciliates,Northwest Mediterranean,43.41666667,8,N,extracted from Dolan et al. 2009,NA,NA,NA,12,49,site,N,1,Study has a single sampling site,"No species names, just total number of species at each temporal occupancy level.",10,L,944.4444444,NA,NA,NA,"Raw occupancy data, not individual counts, provided.",NA,NA,NA,NA,NA,49,944.4444444,NA,NA,NA,NA,NA,NA,18 dates over a 4-week period,Y,,density data could be data-thiefed from figures potentially,Dolan et al. 2009. Dynamics of core and occasional species in the marine plankton: tintinnid ciliates in the north-west Mediterranean Sea. Journal of Biogeography 36: 887-895.,,,,,
261,1,Indiana stream fish assemblage,http://www.jstor.org/stable/2461070?seq=1#page_scan_tab_contents,Freshwater,Temperate,Fish,Fish,Indiana,39.5622,-87.40389,N,extracted from Grossman et al. 1982,1962,1974,353,16,52,site,N,1,"All sampling was completed at one site. Additionally, some data had sub-annual data and others did not, so all data is at the annual scale only.",Several typos had to be corrected but no bad species were found.,2760,m2,915.125,87,5344,count,Count data provided,255,1962,1974,1,12,49,429.75,69,821,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,,Grossman et al. 1982. Stochasticity in structural and functional characteristics of an Indiana stream fish assemblage: a test of community theory,,,,,
262,5,Rocky intertidal fish assemblage,http://www.jstor.org/stable/2461182,Marine,Temperate,Fish,Fish,"Dillon Beach, California",NA,NA,,extracted from Grossman 1982,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,data only spans 3 years,Grossman 1982. Dynamics and organization of a rocky intertidal fish assemblage: the persistence and resilience of taxocene structure,,,,,
263,1,Farne Island birds,http://www.jstor.org/stable/1744518,Terrestrial,Temperate,Bird,Bird,"Farne Island, UK",55.616944,-1.64833,N,extracted from Diamond and May 1977,1946,1974,157,29,16,site,N,1,The site field is the number one beacuse the study did not specify which island each bird was found on.,S* was the total number of species dound each year so it was removed.,32,ha,64.62068966,26,110,count,Count data provided for each year of species found on the Farne islands,157,1946,1974,1,29,16,64.62068966,26,110,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,,Diamond JM and May RM. 1977. Species turnover rates on islands: dependence on census interval.,,,,,
264,1,Bialowieza National Park bird assemblage,http://www.bioone.org/doi/abs/10.3161/000164510X551354,Terrestrial,Temperate,Bird,Bird,"Bialowieza National Park, Poland",52.716667,24.26666,N,extracted from Wesolowski et al. 2010,1975,2014,16111,40,84,PLOT,N,7,"The site field is the name of each site, which are different areas and habitat types.Habitat type is listed in the paper, and the average of the 7 site area sizes was used for the spatial grain.","There were two typo species, and the hybrid species was removed bc both parent spp were included in count data.",27,ha,211.9648014,68.9,492.8,count,Count data provided,16111,1975,2014,7,40,84,211.9648014,68.9,492.8,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,data spread across multiple publications - acquired full dataset directly from author,"Weso?owski T, Mitrus C, Czeszczewik D, Rowi?ski P (2010) Breeding bird dynamics in a primeval temperate forest over 35 years: variation and stability in a changing world. Acta Ornithologica 45:209232","Weso?owski T, Rowi?ski P, Mitrus C, Czeszczewik D (2006) Breeding bird community of a primeval temperate forest (Bia?owie?a National Park, Poland) at the beginning of the 21st century. Acta Ornithologica 41:5570","Weso?owski T, Tomia?oj? L, Mitrus C, Rowi?ski P, Czeszczewik D (2002) Breeding bird community of a primeval temperate forest (Bia?owie?a National Park, Poland) at the end of the 20th century. Acta Ornithologica 37:2745",,,
265,1,"Species trends, turnover and composition of a woodland bird community in southern Sweden during a period of 57 years",http://www.sofnet.org/1020.0.1.0/274/download_24762.php,Terrestrial,Temperate,Bird,Bird,Sweden,55.71667,13.33333,N,extracted from Svensson et al. 2010 Ornis Svecica,1953,2009,1209,57,41,site,N,1,"The site field is the number 1 because the study site was the same, and no grain size smaller than the area of the study site was provided ","There were two species typos that were corrected, both were formatting typos.",13,ha,131.5964912,103,182,count,Count data provided for each species by year,1209,1953,2009,1,57,41,131.5964912,103,182,NA,NA,1,1,Only modification was converting to a date object.,N,,,"Svensson et al. 2010. Species trends, turnover and composition of a woodland bird community in southern Sweden during a period of 57 years. Ornis Svecica.",,,,,
266,1,"The 37-year dynamics of a subalpine passerine bird community, with special emphasis on the influence of environmental temperature and Epirrita autumnata cycles","http://www.luvre.org/data_o_pdf/Luvre-130,%202004%20Enemar%20mfl,%2037%20ar%20skogen.pdf",Terrestrial,Temperate,Bird,Bird,"Gaisatj and Valle mountains, Sweden",65.968055,16.31666,N,extracted from Enemar et al. 2004 Ornis Svecica,1963,1999,635,37,35,site,N,1,All observations are from one site.,No typos or bad species found.,0.5,km2,NA,NA,NA,density,"Densities of the passerine species (excl. Corvidae) (territories/km2) as obtained by mapping or nest search in the study plots provided in appendix 2. Count data without year also provided, will check against propOcc table.",635,1963,1999,1,37,35,NA,NA,NA,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,,"Enemar et al. 2004. The 37-year dynamics of a subalpine bird community, with special emphasis on the influence of environmental temperature and Epirrita autumnata cycles. Ornis Svecica 14: 63-106.",,,,,
267,1,A long-term bird population study in an Appalachian spruce forest,http://www.jstor.org/stable/4161914,Terrestrial,Temperate,Bird,Bird,"Gaudineer Knob, West Virginia",38.61,-74.834722,N,extracted from Hall 1984 Wilson Bulletin,1962,1983,213,22,20,site,N,1,The study area is a single plot.,A number of names had 0s instead of dashed so they were corrected. One species had a rn/m typo.,6.08,ha,30.72727273,23,37,count,Count data provided.,213,1962,1983,1,22,20,30.72727273,23,37,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,,Hall GA. 1984. A long-term bird population study in an Appalachian spruce forest. Wilson Bulletin 96: 228-240.,,,,,
268,1,Long-term dynamics of breeding birds in broad-leaved deciduous forest on Hanikatsi Island in the West-Estonian archipelago,http://www.birdlife.fi/ornisfennica/pdf/2006/of_83_124-130.pdf,Terrestrial,Temperate,Bird,Bird,"Hanikatsi Island, Estonia",58.76666,23.76666,N,Hanikatsi salumetsa haudelinnustik 1974-2004_koondtabel_�ige.csv,1911,2010,544,27,33,site,N,1,Data are from a single site.,"Species represent in 3 letter abrrevations for latin name, and no typos were found",10,ha,63.92592593,46,84,count,Count data provided,544,1911,2010,1,27,33,63.92592593,46,84,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,Contacted Leito for data,Leito et al. 2006. Long-term dynamics of breeding birds in broad-leaved deciduous forest on Hanikatsi Island in the West-Estonian archipelago. Ornis Fenn 83: 124-130.,,,,,
269,1,Species composition and population fluctuations of alpine bird communities during 38 years in the Scandinavian mountain range,"http://www.luvre.org/data_o_pdf/Luvre-135,%202006%20Svensson,%20Heden%2038%20ar.pdf",Terrestrial,Temperate,Bird,Bird,Sweden,NA,NA,N,extracted from Svensson 2006 Ornis Svecica,1964,2001,2274,38,47,site,N,4,"The site field  made up of four sample sites - Abisko (PAL), Ammarnas (K1) and (K2), Ottsjo (OA).PAL from app 3, K1 and K2 from app 2, and OA from app 4. Took average of area (100-150 ha) for spatial grain.",No bad sp or typos found.,125,ha,63.21,0,139,count,Count data provided by year,2274,1964,2001,4,38,47,63.21,0,139,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,,Svensson 2006. Species composition and population fluctuations of alpine bird communities during 38 years in the Scandinavian mountain range. Ornis Svecica 16: 183-210.,,,,,
270,1,Long-Term Community Dynamics of Small Landbirds with and Without Exposure to Extensive Disturbance from Military Training Activities - Konza prairie site,http://link.springer.com/article/10.1007%2Fs00267-009-9421-6,Terrestrial,Temperate,Bird,Bird,"Konza Prairie LTER, KS",58.08333,-96.58333,N,extracted from Rivers et al. 2010 Env Mgmt,1991,2001,65,0,62,,N,0,Linear transects of width 200 m at each of two sites,No bad species names or typos,1820400,m2,500,NA,NA,NA,"Raw occupancy data, not individual counts, provided.",65,1991,2001,0,0,62,500,NA,NA,NA,NA,NA,NA,Annual counts,N,,Temporal occupancy data for 62 species at 2 sites from Table 1,,,,,,
272,1,Structure and dynamics of a passerine bird community in a spruce-dominated boreal forest,http://www.sekj.org/PDF/anzf30/anz30-043-054.pdf,Terrestrial,Temperate,Bird,Bird,Norway,63.416666,10.5,N,extracted from Hogstad 1993 Ann Zool Fenn,1960,1972,327,12,34,site,N,1,All data are from a single site,One typo corrected,1,km2,170.1666667,142,195,count,count data provided,315,1960,1972,1,12,33,167.0833333,141,188,NA,NA,1,1,The only modification to this field involved converting to a date object.,N,,,"Hogstad, O. 1993. Structure and dynamics of a passerine bird community in a spruce-dominated boreal forest. A 12-yr study. Ann Zool Fennici 30:43-54.",,,,,
273,4,"SGS-LTER Long-term monitoring project: small mammals on trapping webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1994-2011",http://sgslter.colostate.edu/dataset_view.aspx?id=LTMntrSmlMamWebs,Terrestrial,Temperate,Mammal,Mammal,"SGS LTER, Colorado",40.828,-104.757,,NA,NA,NA,NA,NA,NA,,,NA,,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,contact Paul Stapp at pstapp@fullerton.edu for data access,"Stapp, P., B. Van Horne, M.D. Lindquist. 2008. Ecology of mammals of shortgrass steppe. Pages 132-180 in W.K. Lauenroth and I.C. Burke. Ecology of the Shortgrass Steppe: A Long Term Perspective. Oxford Univ. Press, NY",,,,,
274,1,Konza LTER grasshopper monitoring,http://www.konza.ksu.edu/knz/pages/data/KnzEntity.aspx?id=CGR022,Terrestrial,Temperate,Invertebrate,Grasshopper,"Konza Prairie LTER, KS",39.083333,-96.583333,N,CGR022.dat,1982,2010,9139,147,38,WATERSHED_REPSITE,Y,38,The site field reflects both the WATERSHED and REPSITE within each watershed.,Several names had multiple typo forms; some unknown spp eliminated while some species were merged to the genus name if frequently listed as unknown,20,m,199.6016949,6,2305,count,Count is the sum of individuals seen over 10 sets of sweep-net samples,2688,1982,2010,16,24,37,316.0648148,8,1342,NA,NA,2,2,"Separate year, month, and day fields were combined into a date object.",Y,,Data acknowledgement statement: Data for XXX was supported by the NSF Long Term Ecological Research Program at Konza Prairie Biological Station.,"Jonas, J.L. and A. Joern. 2007. Grasshopper (Orthoptera: Acrididae) communities respond to fire, bison grazing and weather in North American tallgrass prairie: a long-term study. Oecologia 153: 699-711.",,,,,
275,1,El Verde Grid long-term invertebrate data,http://luq2.lternet.edu/data/luqmetadata107,Terrestrial,Temperate,Invertebrate,Snail,"Luquillo LTER, Puerto Rico",18.3333,-65.81666,N,BigGridSnailCaptures.csv,1991,2014,4714,46,19,SITE_POINT,Y,39,"A site is a circular quadrat of radius 3 m, but all points at El Verde should probably be aggregated.","Removed code indicating total abundance across species, TOTABU.",28.3,m2,20.5944206,1,87,count,Count data provided,2561,1991,2012,33,22,19,22.68168605,2,87,NA,NA,1,2,"We use two sampling events per year, RUN=1 in Dry and Run=1 in Wet seasons. Other sampling events exist, but effort and distribution within the year are variable across years. See metadata.",Y,,"Raw data presented with species in columns, which begs question of whether transient species are adequately sampled or represented, or whether focus was on common or expected species.",Willig et al. 2007. Scholarly articles for Cross-scale responses of biodiversity to hurricane and anthropogenic disturbance in a tropical forest. Ecosystem.,,,,,
276,1,Luquillo LTER bird point counts,http://luq.lternet.edu/data/luqmetadata23,Terrestrial,Tropical,Bird,Bird,"Luquillo LTER, Puerto Rico",18.3333,-65.81666,N,ALL_ElVerde_GT_25m.csv and ALL_ElVerde_LT_25m.csv,1989,2012,4851,24,39,PLACE_gridpoint,Y,74,"The site field is a concatenation of PLACE and gridpoint, which is a concatenation of PLOT1 and PLOT2 coordinates.",Totals (sums across spp) and two unknown categories were removed,2827,m2,9.680917623,1,38,count,Number of individuals recorded on point counts,310,1990,2011,1,19,39,407.1578947,245,938,NA,NA,40,1,"Converted to date object, removed surveys outside of julian day range 128-170",N,,,,,,,,
277,1,North Temperate Lakes LTER: Zooplankton - Trout Lake Area 1982 - current,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-zooplankton-trout-lake-area-1982-current,Freshwater,Temperate,Plankton,Zooplankton,North Temperate Lakes LTER,46.039,-89.65,N,north_temperate_lakes_lter__zooplankton_-_trout_lake.csv,1981,2014,34114,1467,109,site_lakestat,Y,7,"The site field is a concatenation of lakeid & station, although there only seems to be one station per lakeid","When unids within a genus were <50% of the genus, they were removed; otherwise all spp in genus lumped with genus",45,L,NA,NA,NA,density,number per liter summed over sex and stage and volumetrically integrated over the water column,4181,1981,2013,7,29,100,NA,NA,NA,NA,NA,1,9,Stripped out hours and minutes,Y,,,,,,,,
278,1,North Temperate Lakes LTER: Phytoplankton - Trout Lake Area 1984 - current,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-phytoplankton-trout-lake-area-1984-current,Freshwater,Temperate,Plankton,Phytoplankton,North Temperate Lakes LTER,46.039,-89.65,N,north_temperate_lakes_lter__phytoplankton_-_trout_lake_area.csv,1984,1993,1297,60,135,lake_stat,N,2,Phytoplankton sampling involved pooling 250 mL from multiple lake samples; there is only 1 station per lake,Changed K.gracile to K gracilis bc there was only 1 result on Google; 4 unknown genera removed and 6 species lumped to genus name,250,mL,NA,NA,NA,density,Number cells per ml; data on biomass and number of colonies were excluded,806,1984,1993,2,10,135,NA,NA,NA,NA,NA,1,3,The only modification to this field involved converting to a date object.,Y,,,,,,,,
279,1,North Temperate Lakes LTER: Zooplankton - Madison Lakes Area 1997 - current,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-zooplankton-madison-lakes-area-1997-current,Freshwater,Temperate,Plankton,Zooplankton,North Temperate Lakes LTER,46.039,-89.65,N,North Temperate Lakes LTER: Zooplankton - Madison Lakes Area 1997 - current,1995,2014,5917,604,27,site_lakeid,Y,4,The site field is a concatenation of site (maxgrain) & lake id. Station and tow-depth d/n have to do with scale in this dataset.,"3 species were removed because they were genus only or had only 1 field. One species had no name but 5 entries, so it was removed. There were 295 entries for just COPEPODITES as well as 295 entries for COPEPOD NAUPLII, so that seemed like a typo and COPEPODITES was removed.",50,m,2112.42623,105,4274,count,count data provided for number of individuals measured,464,1995,2013,2,19,26,2033.676471,581,3456,NA,NA,1,14,The only modification to this field involved converting to a date object.,Y,,,,,,,,
280,1,North Temperate Lakes LTER: Phytoplankton - Madison Lakes Area 1995 - current,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-phytoplankton-madison-lakes-area-1995-current,Freshwater,Temperate,Plankton,Phytoplankton,North Temperate Lakes LTER,46.039,-89.65,N,North_Temperate_Lakes_LTER:_Phytoplankton_Madison_Lakes_Area_1995_current.csv,1995,2013,11928,454,343,site_lakeid,Y,4,The site field is the lakeid.,"Lots of white space trimmed around names. Some species had 1 entry at the genus level and several at the species level within that genus, so genus-only entries were removed. Additionally, when there were more genus-level entries than species, species-level entries were changed to just genus. Several cases of '<GENUS> sp. #', e.g. Gymnodinium sp. 1, were taken to represent unidentified yet distinct taxa and so were kept.",250,mL,NA,NA,NA,density,Number cells per ml; data on biomass and number of colonies were excluded,2522,1995,2013,2,18,315,NA,NA,NA,NA,NA,1,14,The only modification to this field involved converting to a date object. Original format was m/d/yyyy.,Y,,,,,,,,
281,1,North Temperate Lakes LTER: Macrophyte Transects - Trout Lake 1982 - current,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-macrophyte-transects-trout-lake-1982-current,Freshwater,Temperate,Plant,Macrophytes,North Temperate Lakes LTER,46.039,-89.65,N,North_Temperate_Lakes_LTER_Macrophyte_Transects_Trout_Lake_1982_current.csv,1993,2014,713,22,29,lakeid_site,Y,4,"At each site a transect of variable length was surveyed, with an average of 159 0.25 m2 quadrats per transect over 1993-2014.","A number of names represented in two obvious forms and were corrected by combining; some were assumed to be in shorthand (Myrio alt and Myrio vert, SAJ., VAL.) and were combined with their long form names.",39.7,m2,165.8977273,20,731,count,"Count is number of 0.25 m2 quadrats a species is present in, so is a minimum estimate of the number of individuals.",615,1993,2014,2,22,29,285.1818182,43,731,NA,NA,1,1,Date is simply Year; years prior to 1993 were removed due to variable sampling effort.,N,,"Sounds like this dataset only counts a few species and so would be unusable, but requires confirmation",,,,,,
282,1,North Temperate Lakes LTER: Macrophyte Species at Quadrat Level - Trout Lake 1993 - current,https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-macrophyte-species-quadrat-level-trout-lake-1993-current,Freshwater,Temperate,Plant,Macrophytes,North Temperate Lakes LTER,46.039,-89.65,N,north_temperate_lakes_lter__macrophyte_species_at_quadrat_level_-_trout_lake.csv,1993,2014,12567,51,29,site_quadrat,Y,181,The site field is a concatenation of site and quadrat.,A number of names represented in two obvious forms; 2 names (SAJ and VAL) assumed to be shorthand for Sagitarria and Vallisneria.,0.25,m2,NA,NA,NA,presence,"No count data provided, so 1s added to indicate presence",443,1993,2014,2,20,28,NA,NA,NA,NA,NA,50,1,the only modification was removing the hour:minute from the date,Y,,"This dataset is a duplicate of datasetID 281, but in a slightly different format",,,,,,
