"dataset_ID","format_priority","format_flag","metadata_link","LatLong_sites","Raw_nRecs","Raw_nTime","Raw_nSpecies","Raw_siteUnit","spatial_scale_variable","Raw_nSites","Notes_siteFormat","Notes_spFormat","Raw_Mean_Individuals_perSiteYear","Raw_Min_Individuals_perSiteYear","Raw_Max_Individuals_perSiteYear","countFormat","Notes_countFormat","Formatted_nRecs","Formatted_nSites","Formatted_nSpecies","Formatted_Mean_Individuals_perSiteYear","Formatted_Min_Individuals_perSiteYear","Formatted_Max_Individuals_perSiteYear","Notes_timeFormat","subannualTgrain","Formatted_Mean_Mean_Individuals_perSiteYear"
232,NA,"1","FILL","N","1680","50","32","location_web_trap","Y","8","site fields concatenated. after looking through metadata descriptions, it seems that location_web_trap describes the order of nested sites from small to large.","Species is coded with four letter codes, but found Sevilleta species coding here:  http://sev.lternet.edu/data/sev-008/4786. No bad species removed because all accounted for in this source. Only change made was remove extra space after one species","FILL","FILL","FILL","count","no count field in this dataset, so created a dataframe using table to get frequency of species per time sample per site.","FILL","FILL","FILL","FILL","FILL","FILL","temporal data was provided in years and seasons separated. Seasons were listed as numbers, 1 = Spring, 2 = Summer, 3 = Fall. To keep consistent date format, I re-assigned these seasons as specific dates, making Spring = 4/1, Summer = 7/1, and Fall = 10/1. Then pasted these dates to year and made them date objects. Also, field named night was removed, after reading metadata, was not necessary.","Y","FILL"
234,NA,"1","http://ecologicaldata.org/wiki/powdermill-biological-station-small-mammal-database","N","723","82","18","quadr","Y","1","sites are quadrats within a 1 ha plot.  No changes made to site data. Site data was checked for variation in number of sites sampled per year.  Varied from 99 sites to 105 sites, a negligible differece, so was ignored. There may be blank site names and other misnamed sites, but this can be ignored","no info in metadata about species coding but not many different species so little chance for error. Only items removed were blanks and items labeled with a question mark","FILL","FILL","FILL","count","data was extracted by creating table and getting frequency of each species at each time sample per each site.","5152","FILL","18","FILL","FILL","FILL","temporal data provided as dates, but with no separation betw year, month, day values. Separated the values, pasted back together, then converted to date object.  Then added the date object to the dataset.","Y","FILL"
236,NA,"1","http://esapubs.org/archive/ecol/E094/084/Fray_Jorge_Small_Mammal_Metadata.php","N","368758","202","14","grid number","N","20","checked metadata; sites are separated across 20 different 0.56 ha grids. no changes or removals were made.","species coded, codes available in metadata. 2 species listed in dataset that were not present in metadata, so they were removed. Named MM and UN.  UN likely stands for unidentified","FILL","FILL","FILL",NA,"no specific count data, but multiple records of same species at each site and single time samples. count values were created using table function.  Count field represents number of each species at each site per time sample.","14925","FILL","14","FILL","FILL","FILL","temporal data provided in yearmonth format, no spaces. Used substring to separate month from year, then paste back together in correct format.  No days were provided, so needed to add a filler 01 as day to make into POSIX date object formmated m/d/y.","Y","FILL"
237,"1","0","FILL","FILL","1056","FILL","66","FILL","FILL","16","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
238,NA,"0","FILL","FILL","5687","31","43","FILL","FILL","16","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
239,"1","0","FILL","FILL","40402","16","1336","FILL","FILL","294","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
241,NA,"1","FILL","FILL","3933","31","19","FILL","FILL","7","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
242,NA,"1","FILL","FILL","1460","30","37","FILL","FILL","7","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
243,NA,"1","FILL","FILL","2553","30","39","FILL","FILL","7","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
244,NA,"1","FILL","FILL","10740","30","40","FILL","FILL","33","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
246,NA,"1","FILL","FILL","6218","9","102","FILL","FILL","33","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
249,NA,"1","FILL","FILL","4429","32","89","FILL","FILL","11","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
250,NA,"1","FILL","N","188","12","14","FILL","FILL","2","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
251,"0","0","FILL","FILL","27672","19","57","FILL","FILL","1061","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
252,NA,"1","FILL","FILL","2654","13","502","FILL","FILL","4","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
253,"2","0","FILL","FILL","2136","FILL","87","FILL","FILL","150","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL","FILL"
