datasetID,site,spRich,nTime,meanAbundance,scale,area,RSG,unit
208,maxgrain_5_T3_2,14,13,16.76923077,4,1260,1,m2
208,maxgrain_5_T3_3,14,10,15.4,4,1260,1,m2
208,maxgrain_5_T3_4,13,12,17.08333333,4,1260,1,m2
208,maxgrain_5_T3_5,9,11,16,4,1260,1,m2
208,maxgrain_5_T4_1,13,12,14.83333333,4,1260,1,m2
208,maxgrain_5_T4_2,12,10,15.4,4,1260,1,m2
208,maxgrain_5_T4_3,13,11,14.45454545,4,1260,1,m2
208,maxgrain_5_T4_4,10,8,15,4,1260,1,m2
208,maxgrain_5_T4_5,11,8,15.5,4,1260,1,m2
208,maxgrain_5_T5_1,11,16,8.8125,4,1260,1,m2
208,maxgrain_5_T5_2,14,19,11.15789474,4,1260,1,m2
208,maxgrain_5_T5_3,15,19,10.63157895,4,1260,1,m2
208,maxgrain_5_T5_4,13,14,12.28571429,4,1260,1,m2
208,maxgrain_5_T5_5,11,15,11.73333333,4,1260,1,m2
208,maxgrain_5_T6_1,11,13,18.61538462,4,1260,1,m2
208,maxgrain_5_T6_2,9,14,15.14285714,4,1260,1,m2
208,maxgrain_5_T6_3,12,15,19.73333333,4,1260,1,m2
208,maxgrain_5_T6_4,11,15,13.2,4,1260,1,m2
208,maxgrain_5_T6_5,11,14,16.57142857,4,1260,1,m2
208,maxgrain_5_T7_1,16,21,14.71428571,4,1260,1,m2
208,maxgrain_5_T7_2,15,21,14.9047619,4,1260,1,m2
208,maxgrain_5_T7_3,14,22,13,4,1260,1,m2
208,maxgrain_5_T7_4,16,22,13.22727273,4,1260,1,m2
208,maxgrain_5_T7_5,15,20,13,4,1260,1,m2
208,maxgrain_6_T1_1,11,16,11.0625,4,1260,1,m2
208,maxgrain_6_T1_2,13,19,13.15789474,4,1260,1,m2
208,maxgrain_6_T1_3,13,15,14.26666667,4,1260,1,m2
208,maxgrain_6_T1_4,12,17,12.52941176,4,1260,1,m2
208,maxgrain_6_T1_5,13,16,12.4375,4,1260,1,m2
208,maxgrain_6_T2_1,11,17,16.70588235,4,1260,1,m2
208,maxgrain_6_T2_2,11,15,17.93333333,4,1260,1,m2
208,maxgrain_6_T2_3,12,17,16.17647059,4,1260,1,m2
208,maxgrain_6_T2_4,11,16,15.875,4,1260,1,m2
208,maxgrain_6_T2_5,11,13,18.53846154,4,1260,1,m2
208,maxgrain_6_T3_1,12,12,14.16666667,4,1260,1,m2
208,maxgrain_6_T3_2,13,12,19.16666667,4,1260,1,m2
208,maxgrain_6_T3_3,12,10,18.6,4,1260,1,m2
208,maxgrain_6_T3_4,12,14,14.35714286,4,1260,1,m2
208,maxgrain_6_T3_5,10,12,14.25,4,1260,1,m2
208,maxgrain_6_T4_1,12,12,15.66666667,4,1260,1,m2
208,maxgrain_6_T4_2,12,11,13.90909091,4,1260,1,m2
208,maxgrain_6_T4_3,12,12,15.66666667,4,1260,1,m2
208,maxgrain_6_T4_4,10,11,11.09090909,4,1260,1,m2
208,maxgrain_6_T4_5,12,12,12.33333333,4,1260,1,m2
208,maxgrain_6_T5_1,11,16,11.25,4,1260,1,m2
208,maxgrain_6_T5_2,11,16,9.875,4,1260,1,m2
208,maxgrain_6_T5_3,11,11,9.727272727,4,1260,1,m2
208,maxgrain_6_T5_4,12,14,10.57142857,4,1260,1,m2
208,maxgrain_6_T5_5,13,17,10.64705882,4,1260,1,m2
208,maxgrain_6_T6_1,10,10,12.6,4,1260,1,m2
208,maxgrain_6_T6_2,14,16,11.875,4,1260,1,m2
208,maxgrain_6_T6_3,10,12,16.16666667,4,1260,1,m2
208,maxgrain_6_T6_4,9,13,16.30769231,4,1260,1,m2
208,maxgrain_6_T6_5,9,12,14.33333333,4,1260,1,m2
208,maxgrain_6_T7_1,12,21,12.33333333,4,1260,1,m2
208,maxgrain_6_T7_2,15,22,11.68181818,4,1260,1,m2
208,maxgrain_6_T7_3,13,22,10.90909091,4,1260,1,m2
208,maxgrain_6_T7_4,13,17,10.17647059,4,1260,1,m2
208,maxgrain_6_T7_5,14,20,13.35,4,1260,1,m2
213,e1q1-1,23,38,77.78947368,1,1,1,m2
213,e1q1-2,27,37,75.54054054,1,1,1,m2
213,e1q1-3,28,39,71.28205128,1,1,1,m2
213,e1q1a-1,28,40,76.75,1,1,1,m2
213,e1q1a-2,30,40,71.9,1,1,1,m2
213,e1q1a-3,38,39,84.02564103,1,1,1,m2
213,e1q2-1,26,29,69.10344828,1,1,1,m2
213,e1q2-2,36,30,61.03333333,1,1,1,m2
213,e1q2-3,29,30,68.86666667,1,1,1,m2
213,e1q2-4,17,30,69.73333333,1,1,1,m2
213,e1q2-5,20,30,76.86666667,1,1,1,m2
213,e1q2-6,25,30,52.5,1,1,1,m2
213,e1q2-7,20,28,65.10714286,1,1,1,m2
213,e1q2-8,25,30,53.96666667,1,1,1,m2
213,e1q3-1,19,40,59.7,1,1,1,m2
213,e1q3-2,27,39,54.20512821,1,1,1,m2
213,e1q3-3,29,40,69.6,1,1,1,m2
213,e1q3a-1,18,39,49.66666667,1,1,1,m2
213,e1q3a-2,19,37,63.81081081,1,1,1,m2
213,e1q3a-3,22,38,62.42105263,1,1,1,m2
213,e1q4-1,50,38,109.5263158,1,1,1,m2
213,e1q4-2,36,38,76.78947368,1,1,1,m2
213,e1q4a-1,44,38,78.65789474,1,1,1,m2
213,e1q4a-2,45,38,89.10526316,1,1,1,m2
213,e1q5-1,28,39,91.69230769,1,1,1,m2
213,e1q5-2,18,38,68.02631579,1,1,1,m2
213,e1q5-3,25,39,82.69230769,1,1,1,m2
213,e1q5-4,24,38,81.57894737,1,1,1,m2
213,e2q2-1,30,37,69.54054054,1,1,1,m2
213,e2q2-2,31,38,99.02631579,1,1,1,m2
213,e2q2-3,45,38,93.13157895,1,1,1,m2
213,e2q2-4,37,40,104.15,1,1,1,m2
213,e2q3-1,32,39,91.12820513,1,1,1,m2
213,e2q3-2,20,39,85.48717949,1,1,1,m2
213,e2q3a-1,31,40,73.875,1,1,1,m2
213,e2q3a-2,26,40,96.575,1,1,1,m2
213,e2qa-1,19,38,117.2631579,1,1,1,m2
213,e2qa-2,22,36,99.91666667,1,1,1,m2
213,e2qa-3,28,37,88.48648649,1,1,1,m2
213,e2qa-4,29,33,107.2727273,1,1,1,m2
213,e2qa-5,27,33,79.48484848,1,1,1,m2
213,e2qo-1,29,10,83.5,1,1,1,m2
213,e2qo-10,21,38,92.47368421,1,1,1,m2
213,e2qo-2,13,21,79.76190476,1,1,1,m2
213,e2qo-3,27,38,94.39473684,1,1,1,m2
213,e2qo-4,21,35,85.08571429,1,1,1,m2
213,e2qo-5,16,32,90.78125,1,1,1,m2
213,e2qo-6,17,35,85.11428571,1,1,1,m2
213,e2qo-7,25,38,92.78947368,1,1,1,m2
213,e2qo-8,23,37,111.3243243,1,1,1,m2
213,e2qo-9,33,35,75.28571429,1,1,1,m2
213,maxgrain_e1q1-1,23,38,77.78947368,2,51,1,m2
213,maxgrain_e1q1-2,27,37,75.54054054,2,51,1,m2
213,maxgrain_e1q1-3,28,39,71.28205128,2,51,1,m2
213,maxgrain_e1q1a-1,28,40,76.75,2,51,1,m2
213,maxgrain_e1q1a-2,30,40,71.9,2,51,1,m2
213,maxgrain_e1q1a-3,38,39,84.02564103,2,51,1,m2
213,maxgrain_e1q2-1,26,29,69.10344828,2,51,1,m2
213,maxgrain_e1q2-2,36,30,61.03333333,2,51,1,m2
213,maxgrain_e1q2-3,29,30,68.86666667,2,51,1,m2
213,maxgrain_e1q2-4,17,30,69.73333333,2,51,1,m2
213,maxgrain_e1q2-5,20,30,76.86666667,2,51,1,m2
213,maxgrain_e1q2-6,25,30,52.5,2,51,1,m2
213,maxgrain_e1q2-7,20,28,65.10714286,2,51,1,m2
213,maxgrain_e1q2-8,25,30,53.96666667,2,51,1,m2
213,maxgrain_e1q3-1,19,40,59.7,2,51,1,m2
213,maxgrain_e1q3-2,27,39,54.20512821,2,51,1,m2
213,maxgrain_e1q3-3,29,40,69.6,2,51,1,m2
213,maxgrain_e1q3a-1,18,39,49.66666667,2,51,1,m2
213,maxgrain_e1q3a-2,19,37,63.81081081,2,51,1,m2
213,maxgrain_e1q3a-3,22,38,62.42105263,2,51,1,m2
213,maxgrain_e1q4-1,50,38,109.5263158,2,51,1,m2
213,maxgrain_e1q4-2,36,38,76.78947368,2,51,1,m2
213,maxgrain_e1q4a-1,44,38,78.65789474,2,51,1,m2
213,maxgrain_e1q4a-2,45,38,89.10526316,2,51,1,m2
213,maxgrain_e1q5-1,28,39,91.69230769,2,51,1,m2
213,maxgrain_e1q5-2,18,38,68.02631579,2,51,1,m2
213,maxgrain_e1q5-3,25,39,82.69230769,2,51,1,m2
213,maxgrain_e1q5-4,24,38,81.57894737,2,51,1,m2
213,maxgrain_e2q2-1,30,37,69.54054054,2,51,1,m2
213,maxgrain_e2q2-2,31,38,99.02631579,2,51,1,m2
213,maxgrain_e2q2-3,45,38,93.13157895,2,51,1,m2
213,maxgrain_e2q2-4,37,40,104.15,2,51,1,m2
213,maxgrain_e2q3-1,32,39,91.12820513,2,51,1,m2
213,maxgrain_e2q3-2,20,39,85.48717949,2,51,1,m2
213,maxgrain_e2q3a-1,31,40,73.875,2,51,1,m2
213,maxgrain_e2q3a-2,26,40,96.575,2,51,1,m2
213,maxgrain_e2qa-1,19,38,117.2631579,2,51,1,m2
213,maxgrain_e2qa-2,22,36,99.91666667,2,51,1,m2
213,maxgrain_e2qa-3,28,37,88.48648649,2,51,1,m2
213,maxgrain_e2qa-4,29,33,107.2727273,2,51,1,m2
213,maxgrain_e2qa-5,27,33,79.48484848,2,51,1,m2
213,maxgrain_e2qo-1,29,10,83.5,2,51,1,m2
213,maxgrain_e2qo-10,21,38,92.47368421,2,51,1,m2
213,maxgrain_e2qo-2,13,21,79.76190476,2,51,1,m2
213,maxgrain_e2qo-3,27,38,94.39473684,2,51,1,m2
213,maxgrain_e2qo-4,21,35,85.08571429,2,51,1,m2
213,maxgrain_e2qo-5,16,32,90.78125,2,51,1,m2
213,maxgrain_e2qo-6,17,35,85.11428571,2,51,1,m2
213,maxgrain_e2qo-7,25,38,92.78947368,2,51,1,m2
213,maxgrain_e2qo-8,23,37,111.3243243,2,51,1,m2
213,maxgrain_e2qo-9,33,35,75.28571429,2,51,1,m2
221,11,71,14,1646,1,0.0625,0.0625,m2
221,13,66,14,1583.571429,1,0.0625,0.0625,m2
221,15,70,14,1946.5,1,0.0625,0.0625,m2
221,17,70,14,1955.357143,1,0.0625,0.0625,m2
221,31,70,14,1549.142857,1,0.0625,0.0625,m2
221,33,71,14,1572.928571,1,0.0625,0.0625,m2
221,35,67,14,1736.928571,1,0.0625,0.0625,m2
221,37,73,14,1894.714286,1,0.0625,0.0625,m2
221,51,68,14,1514.857143,1,0.0625,0.0625,m2
221,53,76,14,1423.214286,1,0.0625,0.0625,m2
221,55,69,14,1592.142857,1,0.0625,0.0625,m2
221,57,73,14,2301.785714,1,0.0625,0.0625,m2
221,71,67,14,1571.142857,1,0.0625,0.0625,m2
221,73,66,14,1116.928571,1,0.0625,0.0625,m2
221,75,73,14,1248.428571,1,0.0625,0.0625,m2
221,77,70,14,1617.928571,1,0.0625,0.0625,m2
221,1_11,35,14,58.92857143,2,2500,0.0625,m2
221,1_13,19,13,14.38461538,2,2500,0.0625,m2
221,1_15,36,14,145.2857143,2,2500,0.0625,m2
221,1_17,29,13,174.6923077,2,2500,0.0625,m2
221,1_31,30,14,107.3571429,2,2500,0.0625,m2
221,1_33,23,14,51.71428571,2,2500,0.0625,m2
221,1_35,30,14,56.64285714,2,2500,0.0625,m2
221,1_37,27,14,51.85714286,2,2500,0.0625,m2
221,1_51,30,14,82.07142857,2,2500,0.0625,m2
221,1_53,31,14,85.57142857,2,2500,0.0625,m2
221,1_55,18,11,10.27272727,2,2500,0.0625,m2
221,1_57,24,13,65.76923077,2,2500,0.0625,m2
221,1_71,37,14,136,2,2500,0.0625,m2
221,1_73,36,14,38.5,2,2500,0.0625,m2
221,1_75,30,14,60.57142857,2,2500,0.0625,m2
221,1_77,29,13,124,2,2500,0.0625,m2
221,10_11,25,14,44.64285714,2,2500,0.0625,m2
221,10_13,23,14,60.85714286,2,2500,0.0625,m2
221,10_15,21,14,53,2,2500,0.0625,m2
221,10_17,30,14,73.64285714,2,2500,0.0625,m2
221,10_31,25,14,59.07142857,2,2500,0.0625,m2
221,10_33,26,12,135,2,2500,0.0625,m2
221,10_35,25,13,102.2307692,2,2500,0.0625,m2
221,10_37,25,14,133.1428571,2,2500,0.0625,m2
221,10_51,26,14,63.07142857,2,2500,0.0625,m2
221,10_53,23,12,132.75,2,2500,0.0625,m2
221,10_55,34,14,191.5,2,2500,0.0625,m2
221,10_57,18,12,174.5,2,2500,0.0625,m2
221,10_71,27,12,40.16666667,2,2500,0.0625,m2
221,10_73,28,13,43.84615385,2,2500,0.0625,m2
221,10_75,28,13,61.76923077,2,2500,0.0625,m2
221,10_77,23,12,16.75,2,2500,0.0625,m2
221,11_11,28,14,135.2857143,2,2500,0.0625,m2
221,11_13,25,12,109.6666667,2,2500,0.0625,m2
221,11_15,26,13,135.3076923,2,2500,0.0625,m2
221,11_17,23,10,154.4,2,2500,0.0625,m2
221,11_31,23,14,135.1428571,2,2500,0.0625,m2
221,11_33,22,14,80.64285714,2,2500,0.0625,m2
221,11_35,22,10,83.8,2,2500,0.0625,m2
221,11_37,24,12,77.5,2,2500,0.0625,m2
221,11_51,16,10,8.3,2,2500,0.0625,m2
221,11_53,19,12,28.25,2,2500,0.0625,m2
221,11_55,17,12,8.5,2,2500,0.0625,m2
221,11_57,19,11,170.6363636,2,2500,0.0625,m2
221,11_71,26,13,103.0769231,2,2500,0.0625,m2
221,11_73,17,13,38.07692308,2,2500,0.0625,m2
221,11_75,17,14,67.28571429,2,2500,0.0625,m2
221,11_77,12,7,5.142857143,2,2500,0.0625,m2
221,12_11,23,12,75.66666667,2,2500,0.0625,m2
221,12_13,21,12,53.66666667,2,2500,0.0625,m2
221,12_15,23,13,28.15384615,2,2500,0.0625,m2
221,12_17,25,12,192.9166667,2,2500,0.0625,m2
221,12_31,23,12,32.16666667,2,2500,0.0625,m2
221,12_33,15,11,179.8181818,2,2500,0.0625,m2
221,12_35,21,13,161.1538462,2,2500,0.0625,m2
221,12_37,29,12,146.0833333,2,2500,0.0625,m2
221,12_51,24,11,117.5454545,2,2500,0.0625,m2
221,12_53,20,14,24.5,2,2500,0.0625,m2
221,12_55,20,11,209.4545455,2,2500,0.0625,m2
221,12_57,21,11,220.6363636,2,2500,0.0625,m2
221,12_71,17,13,68.07692308,2,2500,0.0625,m2
221,12_73,16,11,48.09090909,2,2500,0.0625,m2
221,12_75,21,12,94.66666667,2,2500,0.0625,m2
221,12_77,20,14,146.3571429,2,2500,0.0625,m2
221,13_11,35,14,35.07142857,2,2500,0.0625,m2
221,13_13,29,14,41.85714286,2,2500,0.0625,m2
221,13_15,28,14,25.35714286,2,2500,0.0625,m2
221,13_17,29,14,64,2,2500,0.0625,m2
221,13_31,40,14,24.5,2,2500,0.0625,m2
221,13_33,37,14,33,2,2500,0.0625,m2
221,13_35,31,14,44.07142857,2,2500,0.0625,m2
221,13_37,35,13,45.38461538,2,2500,0.0625,m2
221,13_51,21,12,20.5,2,2500,0.0625,m2
221,13_53,16,13,14.38461538,2,2500,0.0625,m2
221,13_55,24,14,38.78571429,2,2500,0.0625,m2
221,13_57,29,13,27.15384615,2,2500,0.0625,m2
221,13_71,21,14,28.35714286,2,2500,0.0625,m2
221,13_73,15,9,13.77777778,2,2500,0.0625,m2
221,13_75,18,14,8.857142857,2,2500,0.0625,m2
221,13_77,26,14,25.71428571,2,2500,0.0625,m2
221,14_11,21,13,143.6923077,2,2500,0.0625,m2
221,14_13,20,12,75.75,2,2500,0.0625,m2
221,14_15,28,13,72.46153846,2,2500,0.0625,m2
221,14_17,25,14,51.28571429,2,2500,0.0625,m2
221,14_31,20,11,72,2,2500,0.0625,m2
221,14_33,13,11,64.45454545,2,2500,0.0625,m2
221,14_35,26,13,34.84615385,2,2500,0.0625,m2
221,14_37,19,10,54.3,2,2500,0.0625,m2
221,14_51,23,14,80.92857143,2,2500,0.0625,m2
221,14_53,18,14,9.142857143,2,2500,0.0625,m2
221,14_55,20,10,10,2,2500,0.0625,m2
221,14_57,24,13,41.30769231,2,2500,0.0625,m2
221,14_71,12,9,17.33333333,2,2500,0.0625,m2
221,14_73,15,13,27.69230769,2,2500,0.0625,m2
221,14_75,14,13,9.538461538,2,2500,0.0625,m2
221,14_77,22,13,21,2,2500,0.0625,m2
221,15_11,19,13,100.0769231,2,2500,0.0625,m2
221,15_13,19,13,16,2,2500,0.0625,m2
221,15_15,14,9,6.888888889,2,2500,0.0625,m2
221,15_17,26,14,18.71428571,2,2500,0.0625,m2
221,15_31,17,11,6.181818182,2,2500,0.0625,m2
221,15_33,7,8,6,2,2500,0.0625,m2
221,15_35,14,12,10.5,2,2500,0.0625,m2
221,15_37,25,14,149.4285714,2,2500,0.0625,m2
221,15_51,19,13,9.230769231,2,2500,0.0625,m2
221,15_53,15,9,4.777777778,2,2500,0.0625,m2
221,15_55,19,13,23.53846154,2,2500,0.0625,m2
221,15_57,20,12,139.6666667,2,2500,0.0625,m2
221,15_71,18,14,121.6428571,2,2500,0.0625,m2
221,15_73,26,13,83.84615385,2,2500,0.0625,m2
221,15_75,18,14,11.92857143,2,2500,0.0625,m2
221,15_77,27,13,151.7692308,2,2500,0.0625,m2
221,16_11,19,12,22.25,2,2500,0.0625,m2
221,16_13,23,12,126.1666667,2,2500,0.0625,m2
221,16_15,24,12,100.5833333,2,2500,0.0625,m2
221,16_17,31,13,89.07692308,2,2500,0.0625,m2
221,16_31,24,13,112.0769231,2,2500,0.0625,m2
221,16_33,24,12,115.8333333,2,2500,0.0625,m2
221,16_35,28,14,117.6428571,2,2500,0.0625,m2
221,16_37,30,13,105.5384615,2,2500,0.0625,m2
221,16_51,28,14,82.71428571,2,2500,0.0625,m2
221,16_53,25,13,144.2307692,2,2500,0.0625,m2
221,16_55,21,11,85.72727273,2,2500,0.0625,m2
221,16_57,21,13,37.69230769,2,2500,0.0625,m2
221,16_71,24,14,35.85714286,2,2500,0.0625,m2
221,16_73,22,13,21.15384615,2,2500,0.0625,m2
221,16_75,24,14,66.42857143,2,2500,0.0625,m2
221,16_77,24,13,97,2,2500,0.0625,m2
221,17_11,19,14,60.78571429,2,2500,0.0625,m2
221,17_13,20,13,94.15384615,2,2500,0.0625,m2
221,17_15,20,14,84.21428571,2,2500,0.0625,m2
221,17_17,24,13,75.61538462,2,2500,0.0625,m2
221,17_31,18,14,23.14285714,2,2500,0.0625,m2
221,17_33,22,13,85.30769231,2,2500,0.0625,m2
221,17_35,22,13,42.07692308,2,2500,0.0625,m2
221,17_37,26,13,53.23076923,2,2500,0.0625,m2
221,17_51,21,12,117.75,2,2500,0.0625,m2
221,17_53,15,13,34.23076923,2,2500,0.0625,m2
221,17_55,22,12,60.66666667,2,2500,0.0625,m2
221,17_57,27,12,30.08333333,2,2500,0.0625,m2
221,17_71,12,10,11.5,2,2500,0.0625,m2
221,17_73,22,14,30.14285714,2,2500,0.0625,m2
221,17_75,23,12,11.41666667,2,2500,0.0625,m2
221,17_77,16,12,44.5,2,2500,0.0625,m2
221,18_11,12,10,3.1,2,2500,0.0625,m2
221,18_13,16,14,14.57142857,2,2500,0.0625,m2
221,18_15,25,14,26.92857143,2,2500,0.0625,m2
221,18_17,25,13,22,2,2500,0.0625,m2
221,18_31,14,14,9.785714286,2,2500,0.0625,m2
221,18_33,10,10,2.5,2,2500,0.0625,m2
221,18_35,18,12,26.41666667,2,2500,0.0625,m2
221,18_37,29,14,24.07142857,2,2500,0.0625,m2
221,18_51,27,14,29.35714286,2,2500,0.0625,m2
221,18_53,26,14,25.71428571,2,2500,0.0625,m2
221,18_55,24,13,9.846153846,2,2500,0.0625,m2
221,18_57,24,14,9.285714286,2,2500,0.0625,m2
221,18_71,20,13,5.692307692,2,2500,0.0625,m2
221,18_73,25,11,26.18181818,2,2500,0.0625,m2
221,18_75,18,10,24.4,2,2500,0.0625,m2
221,18_77,27,14,30.85714286,2,2500,0.0625,m2
221,19_11,23,13,34.38461538,2,2500,0.0625,m2
221,19_13,19,14,57,2,2500,0.0625,m2
221,19_15,29,14,63.92857143,2,2500,0.0625,m2
221,19_17,30,14,62.42857143,2,2500,0.0625,m2
221,19_31,26,14,27,2,2500,0.0625,m2
221,19_33,30,14,24.78571429,2,2500,0.0625,m2
221,19_35,32,14,32.71428571,2,2500,0.0625,m2
221,19_37,25,14,41.5,2,2500,0.0625,m2
221,19_51,27,14,18.64285714,2,2500,0.0625,m2
221,19_53,24,14,25.57142857,2,2500,0.0625,m2
221,19_55,23,14,29.07142857,2,2500,0.0625,m2
221,19_57,18,10,90.3,2,2500,0.0625,m2
221,19_71,13,7,12,2,2500,0.0625,m2
221,19_73,12,8,12.25,2,2500,0.0625,m2
221,19_75,17,12,9.833333333,2,2500,0.0625,m2
221,19_77,25,14,97,2,2500,0.0625,m2
221,2_11,26,14,208.4285714,2,2500,0.0625,m2
221,2_13,30,14,141.9285714,2,2500,0.0625,m2
221,2_15,23,13,136.0769231,2,2500,0.0625,m2
221,2_17,30,13,68.46153846,2,2500,0.0625,m2
221,2_31,32,13,107.0769231,2,2500,0.0625,m2
221,2_33,25,9,241.3333333,2,2500,0.0625,m2
221,2_35,29,14,159.3571429,2,2500,0.0625,m2
221,2_37,28,14,160.7857143,2,2500,0.0625,m2
221,2_51,20,13,109.7692308,2,2500,0.0625,m2
221,2_53,30,12,87.16666667,2,2500,0.0625,m2
221,2_55,28,13,73.61538462,2,2500,0.0625,m2
221,2_57,21,14,146.9285714,2,2500,0.0625,m2
221,2_71,27,14,54.14285714,2,2500,0.0625,m2
221,2_73,23,14,42.28571429,2,2500,0.0625,m2
221,2_75,34,14,46.64285714,2,2500,0.0625,m2
221,2_77,30,14,85.92857143,2,2500,0.0625,m2
221,20_11,17,13,16.15384615,2,2500,0.0625,m2
221,20_13,21,12,114.0833333,2,2500,0.0625,m2
221,20_15,27,13,118.6923077,2,2500,0.0625,m2
221,20_17,24,13,75.30769231,2,2500,0.0625,m2
221,20_31,26,14,76.5,2,2500,0.0625,m2
221,20_33,28,14,76.85714286,2,2500,0.0625,m2
221,20_35,19,12,103.9166667,2,2500,0.0625,m2
221,20_37,21,13,145.2307692,2,2500,0.0625,m2
221,20_51,22,10,52.3,2,2500,0.0625,m2
221,20_53,19,11,120.5454545,2,2500,0.0625,m2
221,20_55,28,13,165.1538462,2,2500,0.0625,m2
221,20_57,23,14,90.92857143,2,2500,0.0625,m2
221,20_71,17,11,113.7272727,2,2500,0.0625,m2
221,20_73,24,14,112.5,2,2500,0.0625,m2
221,20_75,21,13,118.6923077,2,2500,0.0625,m2
221,20_77,20,13,74,2,2500,0.0625,m2
221,21_11,23,12,30.5,2,2500,0.0625,m2
221,21_13,21,12,105.5833333,2,2500,0.0625,m2
221,21_15,18,13,169.4615385,2,2500,0.0625,m2
221,21_17,22,14,169,2,2500,0.0625,m2
221,21_31,17,13,178.0769231,2,2500,0.0625,m2
221,21_33,19,13,91.92307692,2,2500,0.0625,m2
221,21_35,18,9,72.11111111,2,2500,0.0625,m2
221,21_37,20,14,93.78571429,2,2500,0.0625,m2
221,21_51,22,14,82.42857143,2,2500,0.0625,m2
221,21_53,21,11,60.45454545,2,2500,0.0625,m2
221,21_55,21,12,127.75,2,2500,0.0625,m2
221,21_57,21,12,151.1666667,2,2500,0.0625,m2
221,21_71,16,13,96.84615385,2,2500,0.0625,m2
221,21_73,17,12,87.75,2,2500,0.0625,m2
221,21_75,21,14,95.14285714,2,2500,0.0625,m2
221,21_77,23,13,131.7692308,2,2500,0.0625,m2
221,22_11,25,12,66.5,2,2500,0.0625,m2
221,22_13,21,12,146.4166667,2,2500,0.0625,m2
221,22_15,22,14,105.8571429,2,2500,0.0625,m2
221,22_17,27,14,112.1428571,2,2500,0.0625,m2
221,22_31,23,14,56.5,2,2500,0.0625,m2
221,22_33,26,14,190.7857143,2,2500,0.0625,m2
221,22_35,25,12,111.75,2,2500,0.0625,m2
221,22_37,16,13,11.69230769,2,2500,0.0625,m2
221,22_51,20,14,58.71428571,2,2500,0.0625,m2
221,22_53,31,14,117.5,2,2500,0.0625,m2
221,22_55,28,12,101.8333333,2,2500,0.0625,m2
221,22_57,27,14,110.0714286,2,2500,0.0625,m2
221,22_71,21,14,82.35714286,2,2500,0.0625,m2
221,22_73,26,12,101.3333333,2,2500,0.0625,m2
221,22_75,27,14,40.57142857,2,2500,0.0625,m2
221,22_77,26,12,101.75,2,2500,0.0625,m2
221,23_11,18,14,55.5,2,2500,0.0625,m2
221,23_13,22,12,45.25,2,2500,0.0625,m2
221,23_15,23,13,56.15384615,2,2500,0.0625,m2
221,23_17,22,13,114.2307692,2,2500,0.0625,m2
221,23_31,18,12,117.1666667,2,2500,0.0625,m2
221,23_33,19,12,74.83333333,2,2500,0.0625,m2
221,23_35,18,12,79.16666667,2,2500,0.0625,m2
221,23_37,21,13,108.4615385,2,2500,0.0625,m2
221,23_51,26,14,57.28571429,2,2500,0.0625,m2
221,23_53,25,14,79.57142857,2,2500,0.0625,m2
221,23_55,26,13,54.61538462,2,2500,0.0625,m2
221,23_57,31,14,47.78571429,2,2500,0.0625,m2
221,23_71,22,14,60.71428571,2,2500,0.0625,m2
221,23_73,19,13,79.61538462,2,2500,0.0625,m2
221,23_75,20,13,69.76923077,2,2500,0.0625,m2
221,23_77,20,13,140.9230769,2,2500,0.0625,m2
221,24_11,20,13,34.38461538,2,2500,0.0625,m2
221,24_13,7,6,3.5,2,2500,0.0625,m2
221,24_15,33,14,88.5,2,2500,0.0625,m2
221,24_17,18,11,11.90909091,2,2500,0.0625,m2
221,24_31,15,12,10,2,2500,0.0625,m2
221,24_33,15,14,15.85714286,2,2500,0.0625,m2
221,24_35,18,9,37.11111111,2,2500,0.0625,m2
221,24_37,29,13,91.07692308,2,2500,0.0625,m2
221,24_51,27,13,32.69230769,2,2500,0.0625,m2
221,24_53,22,13,11,2,2500,0.0625,m2
221,24_55,18,14,24.78571429,2,2500,0.0625,m2
221,24_57,30,12,90.5,2,2500,0.0625,m2
221,24_71,15,9,13.88888889,2,2500,0.0625,m2
221,24_73,19,12,80.91666667,2,2500,0.0625,m2
221,24_75,16,12,8.333333333,2,2500,0.0625,m2
221,24_77,16,9,23.66666667,2,2500,0.0625,m2
221,3_11,20,14,57.5,2,2500,0.0625,m2
221,3_13,26,13,39.07692308,2,2500,0.0625,m2
221,3_15,24,14,67.21428571,2,2500,0.0625,m2
221,3_17,25,14,73.92857143,2,2500,0.0625,m2
221,3_31,25,13,24.61538462,2,2500,0.0625,m2
221,3_33,21,14,17.92857143,2,2500,0.0625,m2
221,3_35,22,14,95.35714286,2,2500,0.0625,m2
221,3_37,23,14,88.57142857,2,2500,0.0625,m2
221,3_51,26,14,120.8571429,2,2500,0.0625,m2
221,3_53,26,14,124.7142857,2,2500,0.0625,m2
221,3_55,28,14,130,2,2500,0.0625,m2
221,3_57,32,14,193.0714286,2,2500,0.0625,m2
221,3_71,21,14,231.4285714,2,2500,0.0625,m2
221,3_73,28,12,78.33333333,2,2500,0.0625,m2
221,3_75,21,12,105.6666667,2,2500,0.0625,m2
221,3_77,15,14,20.5,2,2500,0.0625,m2
221,4_11,28,14,148.3571429,2,2500,0.0625,m2
221,4_13,22,14,135.2857143,2,2500,0.0625,m2
221,4_15,21,14,147.3571429,2,2500,0.0625,m2
221,4_17,31,14,67.57142857,2,2500,0.0625,m2
221,4_31,23,14,105.5,2,2500,0.0625,m2
