sample_date,treatment,replicate,station,depth,cores,sample_divided,surface_area_examined_sq_cm,ridge_or_furrow,species,number_of_seeds,volume_examined_cu_cm
2002-05-20,T7,R4,S5,0-5 cm,20,t,28.35,,Solidago canadensis L.,3,141.75
2002-05-20,T7,R4,S5,0-5 cm,20,t,28.35,,Potentilla norvegica L.,20,141.75
2002-05-20,T7,R4,S5,0-5 cm,20,t,28.35,,Rubus sp. (*),1,141.75
2002-05-20,T7,R4,S5,0-5 cm,20,t,28.35,,Unknown grass,1,141.75
2002-05-20,T7,R4,S5,0-5 cm,20,t,28.35,,Veronica peregrina L.,10,141.75
2002-05-20,T7,R4,S5,0-5 cm,20,t,28.35,,Verbascum blattaria L.,1,141.75
2002-05-20,T7,R4,S5,0-5 cm,20,t,28.35,,Aster pilosus Willd.,1,141.75
2002-05-20,T7,R4,S5,0-5 cm,20,t,28.35,,Chenopodium album L.,1,141.75
2002-05-20,T7,R4,S5,0-5 cm,20,t,28.35,,Erigeron annuus (L.) Pers.,10,141.75
2002-05-20,T7,R4,S5,0-5 cm,20,t,28.35,,Hypericum perforatum L.,1,141.75
2002-05-20,T7,R4,S5,0-5 cm,20,t,28.35,,Juncus tenuis Willd.,3,141.75
2002-05-20,T7,R4,S5,0-5 cm,20,t,28.35,,Poa compressa L.,6,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Oxalis stricta L.,1,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Unkown Fabaceae,1,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Veronica peregrina L.,1,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Taraxacum officinale Weber in,4,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Stellaria media (L.) Vill.,1,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Euthamia graminifolia (L.) Nutt.,1,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Solidago canadensis L.,2,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Potentilla norvegica L.,11,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Panicum dichotomiflorum Michx.,1,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Erigeron annuus (L.) Pers.,8,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Daucus carota L.,1,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Chenopodium album L.,1,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Barbarea vulgaris R. Br.,19,141.75
2002-05-20,T7,R5,S1,0-5 cm,20,t,28.35,,Aster pilosus Willd.,3,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Arabidopsis thaliana (L.) Heynh.,1,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Barbarea vulgaris R. Br.,6,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Carex sp.,1,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Cerastium vulgatum L.,1,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Chenopodium album L.,3,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Daucus carota L.,1,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Erigeron annuus (L.) Pers.,2,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Juncus tenuis Willd.,5,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Portulaca oleracea L.,1,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Potentilla norvegica L.,2,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Solidago canadensis L.,1,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Unknown dicot (*),1,141.75
2002-05-20,T7,R5,S2,0-5 cm,20,t,28.35,,Veronica peregrina L.,5,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Chenopodium album L.,1,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Erigeron annuus (L.) Pers.,6,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Hypericum perforatum L.,1,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Juncus tenuis Willd.,49,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Silene alba (Mill.) E.H.L.Krause,4,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Oxalis stricta L.,1,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Potentilla argentea L.,3,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Solidago canadensis L.,3,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Taraxacum officinale Weber in,1,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Trifolium hybridum L. (*),2,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,unknown Brassicaceae,1,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Unknown dicot (*),2,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Veronica peregrina L.,3,141.75
2002-05-20,T7,R5,S3,0-5 cm,20,t,28.35,,Aster pilosus Willd.,1,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Arabidopsis thaliana (L.) Heynh.,3,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Veronica sp.,1,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Veronica peregrina L.,2,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Euthamia graminifolia (L.) Nutt.,3,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Solidago canadensis L.,14,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Solanum ptycanthum Dun.,1,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Rumex crispus L.,4,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Potentilla norvegica L.,1,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Poa pratensis L.,1,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Lamium sp.,2,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Juncus tenuis Willd.,5,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Conyza canadensis (L.) Cronq.,1,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Erigeron annuus (L.) Pers.,6,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Amaranthus retroflexus L.,1,141.75
2002-05-20,T7,R5,S4,0-5 cm,20,t,28.35,,Potentilla argentea L.,1,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Aster pilosus Willd.,3,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Barbarea vulgaris R. Br.,1,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Daucus carota L.,2,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Erigeron annuus (L.) Pers.,8,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Hypericum perforatum L.,1,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Juncus tenuis Willd.,8,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Oxalis stricta L.,2,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Arabidopsis thaliana (L.) Heynh.,1,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Poa compressa L.,7,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Potentilla norvegica L.,14,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Rumex obtusifolius L.,1,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Solidago canadensis L.,5,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Unknown dicot (*),2,141.75
2002-05-20,T7,R5,S5,0-5 cm,20,t,28.35,,Veronica peregrina L.,1,141.75
2002-05-20,T7,R6,S1,0-5 cm,20,t,28.35,,Achillea millefolium L.,1,141.75
2002-05-20,T7,R6,S1,0-5 cm,20,t,28.35,,Aster pilosus Willd.,5,141.75
2002-05-20,T7,R6,S1,0-5 cm,20,t,28.35,,Barbarea vulgaris R. Br.,3,141.75
2002-05-20,T7,R6,S1,0-5 cm,20,t,28.35,,Daucus carota L.,1,141.75
2002-05-20,T7,R6,S1,0-5 cm,20,t,28.35,,Erigeron annuus (L.) Pers.,3,141.75
2002-05-20,T7,R6,S1,0-5 cm,20,t,28.35,,Juncus tenuis Willd.,58,141.75
2002-05-20,T7,R6,S1,0-5 cm,20,t,28.35,,Panicum capillare L.,1,141.75
2002-05-20,T7,R6,S1,0-5 cm,20,t,28.35,,Potentilla norvegica L.,1,141.75
2002-05-20,T7,R6,S1,0-5 cm,20,t,28.35,,Solidago canadensis L.,2,141.75
2002-05-20,T7,R6,S1,0-5 cm,20,t,28.35,,Veronica peregrina L.,32,141.75
2002-05-20,T7,R6,S2,0-5 cm,20,t,28.35,,Achillea millefolium L.,2,141.75
2002-05-20,T7,R6,S2,0-5 cm,20,t,28.35,,Aster pilosus Willd.,2,141.75
2002-05-20,T7,R6,S2,0-5 cm,20,t,28.35,,Barbarea vulgaris R. Br.,5,141.75
2002-05-20,T7,R6,S2,0-5 cm,20,t,28.35,,Chenopodium album L.,3,141.75
2002-05-20,T7,R6,S2,0-5 cm,20,t,28.35,,Erigeron annuus (L.) Pers.,14,141.75
2002-05-20,T7,R6,S2,0-5 cm,20,t,28.35,,Mollugo verticillata L.,6,141.75
2002-05-20,T7,R6,S2,0-5 cm,20,t,28.35,,Oxalis stricta L.,6,141.75
2002-05-20,T7,R6,S2,0-5 cm,20,t,28.35,,Potentilla norvegica L.,4,141.75
2002-05-20,T7,R6,S2,0-5 cm,20,t,28.35,,Solidago canadensis L.,5,141.75
2002-05-20,T7,R6,S2,0-5 cm,20,t,28.35,,Veronica peregrina L.,1,141.75
2002-05-20,T7,R6,S3,0-5 cm,20,t,28.35,,Veronica peregrina L.,2,141.75
2002-05-20,T7,R6,S3,0-5 cm,20,t,28.35,,Aster pilosus Willd.,3,141.75
2002-05-20,T7,R6,S3,0-5 cm,20,t,28.35,,Chenopodium album L.,2,141.75
2002-05-20,T7,R6,S3,0-5 cm,20,t,28.35,,Erigeron annuus (L.) Pers.,5,141.75
2002-05-20,T7,R6,S3,0-5 cm,20,t,28.35,,Hypericum perforatum L.,1,141.75
2002-05-20,T7,R6,S3,0-5 cm,20,t,28.35,,Poa compressa L.,3,141.75
2002-05-20,T7,R6,S3,0-5 cm,20,t,28.35,,Potentilla norvegica L.,1,141.75
2002-05-20,T7,R6,S3,0-5 cm,20,t,28.35,,Solidago canadensis L.,1,141.75
2002-05-20,T7,R6,S4,0-5 cm,20,t,28.35,,Carex sp.,11,141.75
2002-05-20,T7,R6,S4,0-5 cm,20,t,28.35,,Erigeron annuus (L.) Pers.,11,141.75
2002-05-20,T7,R6,S4,0-5 cm,20,t,28.35,,Juncus tenuis Willd.,1,141.75
2002-05-20,T7,R6,S4,0-5 cm,20,t,28.35,,Oxalis stricta L.,1,141.75
2002-05-20,T7,R6,S4,0-5 cm,20,t,28.35,,Portulaca oleracea L.,2,141.75
2002-05-20,T7,R6,S4,0-5 cm,20,t,28.35,,Solidago canadensis L.,5,141.75
2002-05-20,T7,R6,S4,0-5 cm,20,t,28.35,,Euthamia graminifolia (L.) Nutt.,1,141.75
2002-05-20,T7,R6,S4,0-5 cm,20,t,28.35,,Veronica peregrina L.,4,141.75
2002-05-20,T7,R6,S5,0-5 cm,20,t,28.35,,Amaranthus retroflexus L.,1,141.75
2002-05-20,T7,R6,S5,0-5 cm,20,t,28.35,,Aster pilosus Willd.,9,141.75
2002-05-20,T7,R6,S5,0-5 cm,20,t,28.35,,Barbarea vulgaris R. Br.,5,141.75
2002-05-20,T7,R6,S5,0-5 cm,20,t,28.35,,Cerastium vulgatum L.,1,141.75
2002-05-20,T7,R6,S5,0-5 cm,20,t,28.35,,Chenopodium album L.,4,141.75
2002-05-20,T7,R6,S5,0-5 cm,20,t,28.35,,Erigeron annuus (L.) Pers.,13,141.75
2002-05-20,T7,R6,S5,0-5 cm,20,t,28.35,,Oxalis stricta L.,2,141.75
2002-05-20,T7,R6,S5,0-5 cm,20,t,28.35,,Panicum capillare L.,1,141.75
2002-05-20,T7,R6,S5,0-5 cm,20,t,28.35,,Solidago canadensis L.,3,141.75
2002-05-20,T7,R6,S5,0-5 cm,20,t,28.35,,Unknown dicot (*),1,141.75
2002-05-20,T7,R6,S5,0-5 cm,20,t,28.35,,Veronica peregrina L.,35,141.75
1999-05-13,T1,R1,S1,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,1,141.8
1999-05-13,T1,R1,S1,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,32,141.8
1999-05-13,T1,R1,S1,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,1,141.8
1999-05-13,T1,R1,S1,5-15 cm,10,t,14.18,,Chenopodium album L.,2,141.8
1999-05-13,T1,R1,S1,0-5 cm,10,t,14.18,,Setaria viridis (L.) Beauv.,1,70.9
1999-05-13,T1,R1,S1,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,33,70.9
1999-05-13,T1,R1,S1,0-5 cm,10,t,14.18,,Chenopodium album L.,4,70.9
1999-05-13,T1,R1,S2,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,3,70.9
1999-05-13,T1,R1,S2,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,36,70.9
1999-05-13,T1,R1,S2,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,18,70.9
1999-05-13,T1,R1,S2,0-5 cm,10,t,14.18,,Chenopodium album L.,3,70.9
1999-05-13,T1,R1,S2,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,4,141.8
1999-05-13,T1,R1,S2,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,141.8
1999-05-13,T1,R1,S2,5-15 cm,10,t,14.18,,Unknown dicot (*),1,141.8
1999-05-13,T1,R1,S2,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,3,141.8
1999-05-13,T1,R1,S2,5-15 cm,10,t,14.18,,Poa compressa L.,2,141.8
1999-05-13,T1,R1,S2,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,10,141.8
1999-05-13,T1,R1,S2,5-15 cm,10,t,14.18,,Chenopodium album L.,8,141.8
1999-05-13,T1,R1,S2,0-5 cm,10,t,14.18,,Unknown monocot (*),1,70.9
1999-05-13,T1,R1,S2,0-5 cm,10,t,14.18,,Unknown dicot (*),1,70.9
1999-05-13,T1,R1,S2,0-5 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,70.9
1999-05-13,T1,R1,S2,0-5 cm,10,t,14.18,,Poa compressa L.,1,70.9
1999-05-13,T1,R1,S3,5-15 cm,10,t,14.18,,Veronica peregrina L.,1,141.8
1999-05-13,T1,R1,S3,5-15 cm,10,t,14.18,,Unknown monocot (*),1,141.8
1999-05-13,T1,R1,S3,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,1,141.8
1999-05-13,T1,R1,S3,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,12,141.8
1999-05-13,T1,R1,S3,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,30,141.8
1999-05-13,T1,R1,S3,5-15 cm,10,t,14.18,,Chenopodium album L.,7,141.8
1999-05-13,T1,R1,S3,0-5 cm,10,t,14.18,,Unknown monocot (*),3,70.9
1999-05-13,T1,R1,S3,0-5 cm,10,t,14.18,,Taraxacum officinale Weber in,1,70.9
1999-05-13,T1,R1,S3,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,2,70.9
1999-05-13,T1,R1,S3,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,26,70.9
1999-05-13,T1,R1,S3,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,30,70.9
1999-05-13,T1,R1,S4,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,10,70.9
1999-05-13,T1,R1,S4,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,5,70.9
1999-05-13,T1,R1,S4,5-15 cm,10,t,14.18,,Chenopodium album L.,12,141.8
1999-05-13,T1,R1,S4,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,11,141.8
1999-05-13,T1,R1,S4,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,3,141.8
1999-05-13,T1,R1,S4,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,2,141.8
1999-05-13,T1,R1,S4,5-15 cm,10,t,14.18,,Unknown dicot (*),1,141.8
1999-05-13,T1,R1,S4,0-5 cm,10,t,14.18,,Elymus repens (L.) Gould,1,70.9
1999-05-13,T1,R1,S4,0-5 cm,10,t,14.18,,Chenopodium album L.,5,70.9
1999-05-13,T1,R1,S4,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,15,70.9
1999-05-13,T1,R1,S5,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,22,70.9
1999-05-13,T1,R1,S5,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,43,70.9
1999-05-13,T1,R1,S5,0-5 cm,10,t,14.18,,Chenopodium album L.,2,70.9
1999-05-13,T1,R1,S5,5-15 cm,10,t,14.18,,Unknown monocot (*),1,141.8
1999-05-13,T1,R1,S5,5-15 cm,10,t,14.18,,Unknown dicot (*),2,141.8
1999-05-13,T1,R1,S5,5-15 cm,10,t,14.18,,Juncus tenuis Willd.,1,141.8
1999-05-13,T1,R1,S5,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,16,141.8
1999-05-13,T1,R1,S5,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,36,141.8
1999-05-13,T1,R1,S5,5-15 cm,10,t,14.18,,Chenopodium album L.,7,141.8
1999-05-13,T1,R1,S5,5-15 cm,10,t,14.18,,Amaranthus retroflexus L.,1,141.8
1999-05-13,T1,R1,S5,0-5 cm,10,t,14.18,,Salix spp.,1,70.9
1999-05-13,T1,R1,S5,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,5,70.9
1999-05-13,T1,R1,S5,0-5 cm,10,t,14.18,,Juncus tenuis Willd.,1,70.9
1999-05-13,T1,R2,S1,0-5 cm,10,t,14.18,,Chenopodium album L.,3,70.9
1999-05-13,T1,R2,S1,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,38,70.9
1999-05-13,T1,R2,S1,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,10,70.9
1999-05-13,T1,R2,S1,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,16,70.9
1999-05-13,T1,R2,S1,5-15 cm,10,t,14.18,,Amaranthus retroflexus L.,1,141.8
1999-05-13,T1,R2,S1,5-15 cm,10,t,14.18,,Chenopodium album L.,4,141.8
1999-05-13,T1,R2,S1,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,7,141.8
1999-05-13,T1,R2,S1,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,7,141.8
1999-05-13,T1,R2,S1,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,5,141.8
1999-05-13,T1,R2,S1,5-15 cm,10,t,14.18,,Unknown monocot (*),1,141.8
1999-05-13,T1,R2,S1,5-15 cm,10,t,14.18,,Veronica peregrina L.,1,141.8
1999-05-13,T1,R2,S2,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,1,70.9
1999-05-13,T1,R2,S2,5-15 cm,10,t,14.18,,Veronica peregrina L.,7,141.8
1999-05-13,T1,R2,S2,5-15 cm,10,t,14.18,,Unknown dicot (*),1,141.8
1999-05-13,T1,R2,S2,5-15 cm,10,t,14.18,,Setaria faberi Herrm.,2,141.8
1999-05-13,T1,R2,S2,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,12,141.8
1999-05-13,T1,R2,S2,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,2,141.8
1999-05-13,T1,R2,S2,5-15 cm,10,t,14.18,,Chenopodium album L.,11,141.8
1999-05-13,T1,R2,S2,5-15 cm,10,t,14.18,,Abutilon theophrasti Medikus,1,141.8
1999-05-13,T1,R2,S2,0-5 cm,10,t,14.18,,Veronica peregrina L.,3,70.9
1999-05-13,T1,R2,S2,0-5 cm,10,t,14.18,,Unknown dicot (*),2,70.9
1999-05-13,T1,R2,S2,0-5 cm,10,t,14.18,,Salix spp.,1,70.9
1999-05-13,T1,R2,S2,0-5 cm,10,t,14.18,,Poa compressa L.,1,70.9
1999-05-13,T1,R2,S2,0-5 cm,10,t,14.18,,Hypericum perforatum L.,1,70.9
1999-05-13,T1,R2,S2,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,1,70.9
1999-05-13,T1,R2,S2,0-5 cm,10,t,14.18,,Chenopodium album L.,3,70.9
1999-05-13,T1,R2,S3,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,3,70.9
1999-05-13,T1,R2,S3,0-5 cm,10,t,14.18,,Unknown dicot (*),2,70.9
1999-05-13,T1,R2,S3,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,9,141.8
1999-05-13,T1,R2,S3,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,3,141.8
1999-05-13,T1,R2,S3,5-15 cm,10,t,14.18,,Chenopodium album L.,1,141.8
1999-05-13,T1,R2,S3,0-5 cm,10,t,14.18,,Veronica peregrina L.,1,70.9
1999-05-13,T1,R2,S3,0-5 cm,10,t,14.18,,Unknown monocot (*),3,70.9
1999-05-13,T1,R2,S3,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,25,70.9
1999-05-13,T1,R2,S3,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,3,70.9
1999-05-13,T1,R2,S4,0-5 cm,10,t,14.18,,Veronica peregrina L.,1,70.9
1999-05-13,T1,R2,S4,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,34,70.9
1999-05-13,T1,R2,S4,5-15 cm,10,t,14.18,,Veronica peregrina L.,1,141.8
1999-05-13,T1,R2,S4,5-15 cm,10,t,14.18,,Unknown dicot (*),1,141.8
1999-05-13,T1,R2,S4,5-15 cm,10,t,14.18,,Stellaria media (L.) Vill.,1,141.8
1999-05-13,T1,R2,S4,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,16,141.8
1999-05-13,T1,R2,S4,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,22,141.8
1999-05-13,T1,R2,S4,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,10,70.9
1999-05-13,T1,R2,S5,5-15 cm,10,t,14.18,,Solidago canadensis L.,1,141.8
1999-05-13,T1,R2,S5,5-15 cm,10,t,14.18,,Veronica peregrina L.,2,141.8
1999-05-13,T1,R2,S5,5-15 cm,10,t,14.18,,Unknown monocot (*),1,141.8
1999-05-13,T1,R2,S5,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,9,141.8
1999-05-13,T1,R2,S5,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,20,141.8
1999-05-13,T1,R2,S5,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,9,70.9
1999-05-13,T1,R2,S5,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,3,70.9
1999-05-13,T1,R3,S1,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,4,70.9
1999-05-13,T1,R3,S1,0-5 cm,10,t,14.18,,Chenopodium album L.,1,70.9
1999-05-13,T1,R3,S1,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,3,70.9
1999-05-13,T1,R3,S1,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,5,70.9
1999-05-13,T1,R3,S1,5-15 cm,10,t,14.18,,Unknown monocot (*),1,141.8
1999-05-13,T1,R3,S1,5-15 cm,10,t,14.18,,Setaria faberi Herrm.,1,141.8
1999-05-13,T1,R3,S1,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,4,141.8
1999-05-13,T1,R3,S1,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,11,141.8
1999-05-13,T1,R3,S1,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,5,141.8
1999-05-13,T1,R3,S1,5-15 cm,10,t,14.18,,Chenopodium album L.,3,141.8
1999-05-13,T1,R3,S2,0-5 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,2,70.9
1999-05-13,T1,R3,S2,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,3,70.9
1999-05-13,T1,R3,S2,0-5 cm,10,t,14.18,,Chenopodium album L.,3,70.9
1999-05-13,T1,R3,S2,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,4,141.8
1999-05-13,T1,R3,S2,5-15 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,8,141.8
1999-05-13,T1,R3,S2,5-15 cm,10,t,14.18,,Chenopodium album L.,8,141.8
1999-05-13,T1,R3,S2,0-5 cm,10,t,14.18,,Veronica sp.,1,70.9
1999-05-13,T1,R3,S2,0-5 cm,10,t,14.18,,Unknown monocot (*),1,70.9
1999-05-13,T1,R3,S2,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,2,70.9
1999-05-13,T1,R3,S3,0-5 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,3,70.9
1999-05-13,T1,R3,S3,0-5 cm,10,t,14.18,,Panicum dichotomiflorum Michx.,8,70.9
1999-05-13,T1,R3,S3,0-5 cm,10,t,14.18,,Juncus tenuis Willd.,1,70.9
1999-05-13,T1,R3,S3,5-15 cm,10,t,14.18,,Chenopodium album L.,13,141.8
1999-05-13,T1,R3,S3,5-15 cm,10,t,14.18,,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,3,141.8
1999-05-13,T1,R3,S3,5-15 cm,10,t,14.18,,Digitaria sanguinalis (L.) Scop.,1,141.8
