Site_ID,Region,Site_name,Latitude,Longitude,Species,Date,Season,Count,Counted_object,Accuracy,Notes,Source
GLAN,CW,Glandaz Point,-65.0911,-63.9591,GEPE,12/23/1982,1982,75,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
GLAN,CW,Glandaz Point,-65.0911,-63.9591,GEPE,12/10/2008,2008,49,N,1,,ASI
GLAN,CW,Glandaz Point,-65.0911,-63.9591,GEPE,2/14/2009,2008,38,C,1,,ASI
GLAN,CW,Glandaz Point,-65.0911,-63.9591,GEPE,1/20/2013,2012,145,N,1,,ASI
HUMP,CW,Humphries Heights,-65.0557,-63.8637,GEPE,1/28/1983,1982,30,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
HUMP,CW,Humphries Heights,-65.0557,-63.8637,GEPE,1/19/2013,2012,57,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,1/19/1983,1982,627,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,1/25/1984,1983,786,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,xx/xx/1988,1988,1616,N,1,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,11/24/1996,1996,1595,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,12/5/1997,1997,1545,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,2/7/1998,1997,2206,C,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,11/28/1998,1998,1437,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,11/27/1999,1999,1681,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,1/19/2000,1999,1793,C,2,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,1/12/2001,2000,1934,N,2,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,12/15/2001,2001,837,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,12/9/2002,2002,1556,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,1/25/2003,2002,1621,C,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,1/5/2004,2003,1540,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,2/16/2004,2003,2043,C,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,12/20/2004,2004,1306,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,12/26/2005,2005,1409,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,1/27/2006,2005,1925,C,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,11/22/2006,2006,1282,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,1/28/2007,2006,1684,C,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,11/25/2007,2007,1276,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,2/2/2008,2007,1666,C,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,12/8/2008,2008,1479,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,1/25/2009,2008,1656,C,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,12/15/2009,2009,1521,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,2/6/2010,2009,1980,C,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,1/15/2011,2010,1147,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,2/4/2011,2010,1336,C,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,12/21/2011,2011,1172,N,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,1/21/2012,2011,1773,C,1,,ASI
JOUG,CW,Jougla Point,-64.827,-63.4932,GEPE,1/5/2013,2012,1264,N,1,,ASI
KAIS,CW,Cape Kaiser,-64.2365,-61.9993,GEPE,12/9/2010,2010,0,N,1,,ASI
LAUT,CW,"Lautaro Neck, Lautaro Island",-64.8285,-63.1027,GEPE,12/13/2010,2010,206,N,1,,ASI
LOUB,CW,Loubat Point,-65.0776,-63.9265,GEPE,1/28/1983,1982,208,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
LOUB,CW,Loubat Point,-65.0776,-63.9265,GEPE,1/19/2013,2012,569,N,1,,ASI
MIKK,CW,Mikkelsen Harbor,-63.8964,-60.7762,GEPE,1/16/1984,1983,300,N,4,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
MIKK,CW,Mikkelsen Harbor,-63.8964,-60.7762,GEPE,1/15/1996,1995,595,N,1,,ASI
MIKK,CW,Mikkelsen Harbor,-63.8964,-60.7762,GEPE,2/11/1996,1995,600,C,1,,ASI
MIKK,CW,Mikkelsen Harbor,-63.8964,-60.7762,GEPE,1/19/2008,2007,907,N,1,,ASI
MIKK,CW,Mikkelsen Harbor,-63.8964,-60.7762,GEPE,1/29/2008,2007,646,C,1,,ASI
MIKK,CW,Mikkelsen Harbor,-63.8964,-60.7762,GEPE,1/26/2009,2008,1267,C,1,,ASI
MIKK,CW,Mikkelsen Harbor,-63.8964,-60.7762,GEPE,1/30/2011,2010,673,N,1,,ASI
MIKK,CW,Mikkelsen Harbor,-63.8964,-60.7762,GEPE,1/10/2013,2012,1320,N,1,,ASI
MOOT,CW,Moot Point,-65.2,-64.1,GEPE,11/24/2005,2005,74,N,1,,ASI
MOOT,CW,Moot Point,-65.2,-64.1,GEPE,11/25/2006,2006,106,N,1,,ASI
MOOT,CW,Moot Point,-65.2,-64.1,GEPE,2/12/2008,2007,278,C,1,,ASI
MOOT,CW,Moot Point,-65.2,-64.1,GEPE,12/23/2008,2008,224,N,1,,ASI
MOOT,CW,Moot Point,-65.2,-64.1,GEPE,2/14/2009,2008,272,C,1,,ASI
MOOT,CW,Moot Point,-65.2,-64.1,GEPE,12/25/2009,2009,323,N,1,,ASI
MOOT,CW,Moot Point,-65.2,-64.1,GEPE,1/2/2011,2010,371,N,1,,ASI
MOOT,CW,Moot Point,-65.2,-64.1,GEPE,1/5/2013,2012,479,N,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,2/4/1987,1986,397,C,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,2/3/1996,1995,934,C,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,1/23/1999,1998,625,C,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,12/16/1999,1999,864,N,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,1/24/2000,1999,1320,C,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,12/11/2002,2002,1072,N,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,12/21/2003,2003,1088,N,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,2/6/2004,2003,1134,C,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,12/14/2004,2004,1096,N,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,12/3/2005,2005,1301,N,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,1/28/2006,2005,1726,C,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,12/13/2006,2006,1153,N,2,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,11/27/2007,2007,1129,N,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,12/2/2008,2008,1431,N,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,1/27/2009,2008,1730,C,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,1/3/2010,2009,1294,N,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,12/13/2010,2010,1271,N,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,1/22/2012,2011,1325,N,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,2/1/2012,2011,1877,C,1,,ASI
NEKO,CW,Neko Harbor,-64.8383,-62.5327,GEPE,12/13/2012,2012,1402,N,1,,ASI
NUEM,CW,Nuemayer Channel,-64.776,-63.438,GEPE,12/16/2010,2010,24,N,1,Exact location unknown,ASI
ONEI,CW,O'Neil Point,-64.8162,-63.0901,GEPE,xx/xx/1988,1987,100,N,1,"Previously called ""Nameless Is""","Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
ONEI,CW,O'Neil Point,-64.8162,-63.0901,GEPE,12/13/2010,2010,221,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,GEPE,11/27/1999,1999,3,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,GEPE,11/22/2005,2005,41,N,4,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,GEPE,1/26/2007,2006,65,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,GEPE,12/15/2007,2007,58,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,GEPE,1/30/2008,2007,68,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,GEPE,12/16/2008,2008,58,N,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,GEPE,2/12/2009,2008,68,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,GEPE,1/26/2010,2009,120,C,1,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,GEPE,12/27/2010,2010,103,N,3,,ASI
ORNE,CW,Orne Islands,-64.659,-62.6631,GEPE,1/23/2013,2012,155,N,1,,ASI
PELT,CW,Peltier Channel,-64.87,-63.53,GEPE,1/15/2009,2008,804,N,1,,ASI
PELT,CW,Peltier Channel,-64.87,-63.53,GEPE,1/27/2010,2009,996,N,1,,ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,12/22/1982,1982,375,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,xx/xx/1988,1988,755,N,2,,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,12/4/2003,2003,2145,N,1,"See Lynch, H.J., W.F. Fagan, and R. Naveen. 2010. Population trends and reproductive success at a frequently visited penguin colony on the Western Antarctic Peninsula. Polar Biology 33(4): 493-503",ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,1/24/2004,2003,3260,C,1,"See Lynch, H.J., W.F. Fagan, and R. Naveen. 2010. Population trends and reproductive success at a frequently visited penguin colony on the Western Antarctic Peninsula. Polar Biology 33(4): 493-503",ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,12/7/2004,2004,2265,N,1,"See Lynch, H.J., W.F. Fagan, and R. Naveen. 2010. Population trends and reproductive success at a frequently visited penguin colony on the Western Antarctic Peninsula. Polar Biology 33(4): 493-503",ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,1/23/2005,2004,2781,C,1,"See Lynch, H.J., W.F. Fagan, and R. Naveen. 2010. Population trends and reproductive success at a frequently visited penguin colony on the Western Antarctic Peninsula. Polar Biology 33(4): 493-503",ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,12/2/2005,2005,2438,N,1,"See Lynch, H.J., W.F. Fagan, and R. Naveen. 2010. Population trends and reproductive success at a frequently visited penguin colony on the Western Antarctic Peninsula. Polar Biology 33(4): 493-503",ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,1/25/2006,2005,3453,C,1,"See Lynch, H.J., W.F. Fagan, and R. Naveen. 2010. Population trends and reproductive success at a frequently visited penguin colony on the Western Antarctic Peninsula. Polar Biology 33(4): 493-503",ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,11/24/2006,2006,2293,N,1,"See Lynch, H.J., W.F. Fagan, and R. Naveen. 2010. Population trends and reproductive success at a frequently visited penguin colony on the Western Antarctic Peninsula. Polar Biology 33(4): 493-503",ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,2/2/2007,2006,3344,C,1,"See Lynch, H.J., W.F. Fagan, and R. Naveen. 2010. Population trends and reproductive success at a frequently visited penguin colony on the Western Antarctic Peninsula. Polar Biology 33(4): 493-503",ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,11/23/2007,2007,2719,N,1,"See Lynch, H.J., W.F. Fagan, and R. Naveen. 2010. Population trends and reproductive success at a frequently visited penguin colony on the Western Antarctic Peninsula. Polar Biology 33(4): 493-503",ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,2/5/2008,2007,3348,C,1,"See Lynch, H.J., W.F. Fagan, and R. Naveen. 2010. Population trends and reproductive success at a frequently visited penguin colony on the Western Antarctic Peninsula. Polar Biology 33(4): 493-503",ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,12/1/2008,2008,2897,N,1,,ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,1/12/2009,2008,3731,C,1,,ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,12/14/2009,2009,3020,N,1,,ASI
PETE,CW,Petermann Island,-65.1721,-64.142,GEPE,1/7/2013,2012,3300,N,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,12/23/1982,1982,500,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,11/28/1999,1999,1577,N,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,12/13/2000,2000,1579,N,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,1/3/2003,2002,1639,N,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,12/22/2003,2003,2170,N,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,1/4/2005,2004,2135,N,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,1/5/2007,2006,1574,N,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,1/10/2008,2007,1994,N,2,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,2/1/2008,2007,2984,C,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,12/4/2008,2008,2251,N,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,1/25/2009,2008,2829,C,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,11/22/2009,2009,2301,N,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,12/14/2010,2010,2386,N,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,2/2/2011,2010,2981,C,1,,ASI
PLEN,CW,Pléneau Island,-65.104,-64.0556,GEPE,12/21/2012,2012,2795,N,1,,ASI
PYPT,CW,Py Point,-64.8792,-63.5974,GEPE,1/15/2009,2008,2000,N,4,,ASI
PYPT,CW,Py Point,-64.8792,-63.5974,GEPE,1/27/2010,2009,1359,N,3,,ASI
RONE,CW,Ronge Island East,-64.6889,-62.6449,GEPE,1/28/1987,1986,202,C,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
RONE,CW,Ronge Island East,-64.6889,-62.6449,GEPE,xx/xx/1988,1988,214,N,1,,"Woehler, E.J., and J.P. Croxall. 1997. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25: 43-66"
RONE,CW,Ronge Island East,-64.6889,-62.6449,GEPE,12/29/1992,1992,384,N,1,,"Aguirre, C. A., and J. M. Acero. 1995. Distribution and abundance of birds in Errera Channel, Antarctic Peninsula, during the 1992/93 breeding season. Marine Ornithology 23: 129-134"
RONE,CW,Ronge Island East,-64.6889,-62.6449,GEPE,xx/xx/1994,1994,445,N,2,,"Woehler, E.J., and J.P. Croxall. 1997. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25: 43-66"
RONE,CW,Ronge Island East,-64.6889,-62.6449,GEPE,12/26/2007,2007,328,N,1,,ASI
RONE,CW,Ronge Island East,-64.6889,-62.6449,GEPE,2/19/2008,2007,538,C,1,,ASI
RONE,CW,Ronge Island East,-64.6889,-62.6449,GEPE,12/7/2008,2008,155,N,3,,ASI
RONE,CW,Ronge Island East,-64.6889,-62.6449,GEPE,2/12/2009,2008,301,C,1,,ASI
RONE,CW,Ronge Island East,-64.6889,-62.6449,GEPE,1/13/2010,2009,319,N,1,,ASI
RONE,CW,Ronge Island East,-64.6889,-62.6449,GEPE,2/16/2010,2009,434,C,1,,ASI
RONE,CW,Ronge Island East,-64.6889,-62.6449,GEPE,12/5/2012,2012,271,N,1,,ASI
SANE,CW,San Eliado Point,-64.844,-63.1166,GEPE,xx/xx/1989,1988,150,N,3,"Previously called Bryde Island ""north""","Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
SANE,CW,San Eliado Point,-64.844,-63.1166,GEPE,12/13/2010,2010,245,N,1,,ASI
SELV,CW,Selvick Cove,-64.6498,-62.5718,GEPE,12/15/2007,2007,362,N,1,,ASI
SELV,CW,Selvick Cove,-64.6498,-62.5718,GEPE,1/23/2009,2008,258,N,1,,ASI
SELV,CW,Selvick Cove,-64.6498,-62.5718,GEPE,12/26/2009,2009,429,N,1,,ASI
SELV,CW,Selvick Cove,-64.6498,-62.5718,GEPE,12/13/2012,2012,292,N,1,,ASI
SKOT,CW,Skottsberg Point,-63.9205,-60.8089,GEPE,1/22/1987,1986,300,N,1,Nests assumed equal to reported number of breeding pairs.,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
SKOT,CW,Skottsberg Point,-63.9205,-60.8089,GEPE,2/1/2009,2008,190,C,1,,ASI
SKOT,CW,Skottsberg Point,-63.9205,-60.8089,GEPE,1/10/2013,2012,398,N,1,,ASI
SPIG,CW,Spigot Peak,-64.6347,-62.5557,GEPE,12/15/2007,2007,1,N,1,,ASI
SPIE,CW,Errera Channel side of Spigot Peak,-64.632,-62.561,GEPE,12/24/2011,2011,416,N,1,,ASI
STER,CW,Sterneck Island,-64.188,-61.051,GEPE,1/24/1987,1986,450,N,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
STER,CW,Sterneck Island,-64.188,-61.051,GEPE,12/10/2010,2010,3305,N,1,,ASI
USEF,CW,Useful Island,-64.717,-62.871,GEPE,1/17/1984,1983,150,N,3,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
USEF,CW,Useful Island,-64.717,-62.871,GEPE,1/3/2005,2004,1861,N,1,,ASI
USEF,CW,Useful Island,-64.717,-62.871,GEPE,11/24/2007,2007,1432,N,1,,ASI
USEF,CW,Useful Island,-64.717,-62.871,GEPE,11/20/2008,2008,1464,N,1,,ASI
USEF,CW,Useful Island,-64.717,-62.871,GEPE,2/6/2009,2008,1400,C,1,,ASI
USEF,CW,Useful Island,-64.717,-62.871,GEPE,2/8/2010,2009,2680,C,1,,ASI
VERN,CW,Vernadsky Station,-65.2453,-64.2567,GEPE,1/24/2000,1999,0,N,1,,ASI
VERN,CW,Vernadsky Station,-65.2453,-64.2567,GEPE,12/3/2007,2007,21,N,1,,ASI
VERN,CW,Vernadsky Station,-65.2453,-64.2567,GEPE,12/6/2008,2008,51,N,1,,ASI
VERN,CW,Vernadsky Station,-65.2453,-64.2567,GEPE,1/19/2009,2008,13,C,1,,ASI
VERN,CW,Vernadsky Station,-65.2453,-64.2567,GEPE,12/16/2012,2012,206,N,1,,ASI
WATE,CW,"Waterboat Point, Paradise Bay",-64.8236,-62.8581,GEPE,1/30/1986,1985,1010,C,1,,"Parmelee, D. F., and J. M. Parmelee. 1987. Revised penguin numbers and distribution for Anvers Island, Antarctica. British Antarctic Survey Bulletin 76: 65-73."
WATE,CW,"Waterboat Point, Paradise Bay",-64.8236,-62.8581,GEPE,2/3/1996,1995,1216,C,2,,ASI
WATE,CW,"Waterboat Point, Paradise Bay",-64.8236,-62.8581,GEPE,11/23/1997,1997,1455,N,1,,ASI
WATE,CW,"Waterboat Point, Paradise Bay",-64.8236,-62.8581,GEPE,1/3/2005,2004,2456,N,1,,ASI
WATE,CW,"Waterboat Point, Paradise Bay",-64.8236,-62.8581,GEPE,12/18/2008,2008,2681,N,2,,ASI
WATE,CW,"Waterboat Point, Paradise Bay",-64.8236,-62.8581,GEPE,12/12/2011,2011,2509,N,1,,ASI
WATE,CW,"Waterboat Point, Paradise Bay",-64.8236,-62.8581,GEPE,1/31/2012,2011,4381,C,1,,ASI
WATE,CW,"Waterboat Point, Paradise Bay",-64.8236,-62.8581,GEPE,1/8/2013,2012,3154,N,1,,ASI
YALO,SW,Yalour Islands,-65.2421,-64.1558,GEPE,11/30/2003,2003,0,N,1,,ASI
YALO,SW,Yalour Islands,-65.2421,-64.1558,GEPE,12/25/2006,2006,15,N,1,,ASI
YALO,SW,Yalour Islands,-65.2421,-64.1558,GEPE,12/25/2009,2009,23,N,1,,ASI
LOOK,EI,Cape Lookout,-61.2802,-55.2047,CHPE,12/31/2010,2010,2168,N,1,,ASI
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/1980(81),1980,244,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/1981(82),1981,141,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/1983(84),1983,91,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/1984(85),1984,110,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/1985(86),1985,39,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/1994(95),1994,45,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/1995(96),1995,49,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/1996(97),1996,72,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/1997(98),1997,33,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/1998(99),1998,43,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/1999(00),1999,34,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/2000(01),2000,26,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/2001(02),2001,22,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/2002(03),2002,35,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/2003(04),2003,29,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/2004(05),2004,13,N,1,,Management Plan for ASPA No. 150
ARDL,SH,Ardley Island,-62.2131,-58.9332,CHPE,xx/xx/2005(06),2005,9,N,1,,Management Plan for ASPA No. 150
AITC,SH,"Barrientos Island, Aitcho Islands",-62.3811,-59.7764,CHPE,11/25/1997,1997,4608,N,1,,ASI
AITC,SH,"Barrientos Island, Aitcho Islands",-62.3811,-59.7764,CHPE,11/26/2008,2008,5620,N,1,,ASI
AITC,SH,"Barrientos Island, Aitcho Islands",-62.3811,-59.7764,CHPE,1/25/2009,2008,8307,C,1,,ASI
AITC,SH,"Barrientos Island, Aitcho Islands",-62.3811,-59.7764,CHPE,1/22/2010,2009,4870,C,1,,ASI
AITC,SH,"Barrientos Island, Aitcho Islands",-62.3811,-59.7764,CHPE,11/17/2011,2011,4047,N,1,,ASI
BAIL,SH,Baily Head,-62.9667,-60.5,CHPE,1/21/2003,2002,85473,N,4,"see Naveen, R., H. J. Lynch, S. Forrest, T. Mueller, and M. Polito. 2012. First, complete site-wide penguin survey at Deception Island, Antarctica reveals massive declines consistent with climate change. Polar Biology 35(12): 1879-1888. ",ASI
BAIL,SH,Baily Head,-62.9667,-60.5,CHPE,12/8/2011,2011,50408,N,1,"see Naveen, R., H. J. Lynch, S. Forrest, T. Mueller, and M. Polito. 2012. First, complete site-wide penguin survey at Deception Island, Antarctica reveals massive declines consistent with climate change. Polar Biology 35(12): 1879-1888. ",ASI
CECI,SH,Cecilia Island,-62.4128,-59.7285,CHPE,1/11/2006,2005,14,N,1,,ASI
DEEI,SH,Dee Island,-62.4229,-59.7836,CHPE,12/7/2010,2010,0,N,1,,ASI
ENTR,SH,Entrance Point,-62.9981,-60.5533,CHPE,xx/xx/1987,1987,1000,N,4,Number of nests estimated from count of 2000 adults (A4).,"Woehler, E. J. 1993. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research, Cambridge, UK."
ENTR,SH,Entrance Point,-62.9981,-60.5533,CHPE,3/xx/2000,1999,720,N,1,Accuracy has been estimated from original source.,"Bo, M. S., and S. Copello. 2000. Distribution and abundance of breeding birds at Deception Island, South Shetland Islands, Antarctica, February to April 2000. Marine Ornithology 29: 39-42"
ENTR,SH,Entrance Point,-62.9981,-60.5533,CHPE,12/23/2005,2005,566,N,1,,ASI
ENTR,SH,Entrance Point,-62.9981,-60.5533,CHPE,1/25/2006,2005,736,C,1,,ASI
ENTR,SH,Entrance Point,-62.9981,-60.5533,CHPE,11/21/2006,2006,902,N,1,,ASI
