"Group","Kingdom","Phylum","Class","Order","Family","Genus","Species","Forma","AuthorComments","Author","SpeciesID","Carbon","Biovolume"
"Ciliates","Chromista","Ciliophora","Spirotrichea","Tintinnida",NA,NA,NA,NA,NA,"Derek S.Harbour",154,637.915702740933,4188.79020478639
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros",NA,NA,"resting spore B ","Derek S.Harbour",161,20,149.637163774564
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros",NA,NA,"resting spore C ","Derek S.Harbour",162,27.100061315286,223.174770424681
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros",NA,NA,"resting spore D ","Derek S.Harbour",163,14,93.5882010968802
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros",NA,NA,"resting spore E ","Derek S.Harbour",164,16.6762219516184,117.809724509618
"Ciliates","Chromista","Ciliophora","Spirotrichea","Tintinnida",NA,NA,NA,NA," Undeterminated","Derek S.Harbour",165,1196.87702222609,8181.23086872341
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros",NA,NA,"sp. ","Derek S.Harbour",166,26.7508238356519,219.398223686156
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros",NA,NA,"sp. ","Derek S.Harbour",166,38.7348127005625,357.079632679489
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros",NA,NA,"sp. ","Derek S.Harbour",166,7.4,40.4467696579033
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros",NA,NA,"spp. ","Derek S.Harbour",167,15,102.48171710304
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros",NA,NA,"spp. ","Derek S.Harbour",167,29,243.98649417038
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","neglectus",NA,NA,"Derek S.Harbour",168,1.79728396628875,6.2831853071796
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","neogracilis",NA,NA,"Derek S.Harbour",169,44.1456145808721,424.115008234622
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","neogracilis",NA,NA,"Derek S.Harbour",169,6.83252826280037,36.4159265358979
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","pelagicus",NA,NA,"Derek S.Harbour",170,27.100061315286,223.174770424681
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","pelagicus",NA,NA,"Derek S.Harbour",170,68.4557592652491,755.389670370359
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","pendulus",NA,NA,"Derek S.Harbour",171,54.9339726721133,565.486677646163
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","pendulus",NA,NA,"Derek S.Harbour",171,70.5128567251103,785.398163397449
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","perpusillus",NA,NA,"Derek S.Harbour",172,26.7508238356519,219.398223686156
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","perpusillus",NA,NA,"Derek S.Harbour",172,4.4,20.4082682117567
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","peruvianus",NA,NA,"Derek S.Harbour",173,157.54571681507,2261.94671058465
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","peruvianus",NA,NA,"Derek S.Harbour",173,70.5128567251103,785.398163397449
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","peruvianus",NA,NA,"Derek S.Harbour",173,85.0644085604913,1005.30964914873
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","peruvianus",NA,NA,"Derek S.Harbour",173,85.0644085604914,1005.30964914873
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","protuberans",NA,NA,"Derek S.Harbour",174,100.723800909956,1255.61944901924
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","pseudocurvisetus",NA,NA,"Derek S.Harbour",175,100.723800909956,1255.61944901924
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","pseudocurvisetus",NA,NA,"Derek S.Harbour",175,69.9176714442088,776.686926061703
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","radicans",NA,NA,"Derek S.Harbour",176,15,102.48171710304
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","radicans",NA,NA,"Derek S.Harbour",176,16,111.564569250124
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","rostratus",NA,NA,"Derek S.Harbour",177,68.3588026170113,753.98223686155
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","saltans",NA,NA,"Derek S.Harbour",178,150.004666794371,2120.57504117311
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","seiracanthus",NA,NA,"Derek S.Harbour",179,26.7508238356519,219.398223686156
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","seiracanthus",NA,NA,"Derek S.Harbour",179,97.0894735716356,1196.34954084936
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","septentrionalis",NA,NA,"Derek S.Harbour",180,4.4,20.4082682117567
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","similis",NA,NA,"Derek S.Harbour",181,11,68.141458949981
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","similis",NA,NA,"Derek S.Harbour",181,14,93.5882010968802
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","similis",NA,NA,"Derek S.Harbour",181,4.4,20.4082682117567
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","simplex",NA,NA,"Derek S.Harbour",182,11,68.141458949981
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","simplex",NA,NA,"Derek S.Harbour",182,1.16977264254514,3.57079632679491
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","simplex",NA,NA,"Derek S.Harbour",182,15,102.48171710304
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","simplex",NA,NA,"Derek S.Harbour",182,4.4,20.4082682117567
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","socialis",NA,NA,"Derek S.Harbour",183,10.6549367386914,65.3429173528853
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","socialis",NA,NA,"Derek S.Harbour",183,15,102.48171710304
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","socialis",NA,NA,"Derek S.Harbour",183,8.12070662237818,45.707963267949
"Ciliates","Chromista","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Salpingella",NA,NA,"sp. ","Derek S.Harbour",184,90,521.529963894225
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","socialis","radians",NA,"Derek S.Harbour",185,15,102.48171710304
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","socialis","radians",NA,"Derek S.Harbour",185,8.12070662237818,45.707963267949
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","subsecundus",NA,NA,"Derek S.Harbour",186,118,1546.38785673828
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","subsecundus",NA,NA,"Derek S.Harbour",186,27.592956770137,228.530964914874
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","teres",NA,NA,"Derek S.Harbour",187,141.482497140362,1963.49540849361
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","teres",NA,NA,"Derek S.Harbour",187,214.405517570281,3392.92006587697
"Ciliates",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Derek S.Harbour",188,140.5178475542,837.758040957276
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","teres",NA,NA,"Derek S.Harbour",187,443.755988478452,8835.7293382213
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","teres",NA,NA,"Derek S.Harbour",187,500,10337.9449745302
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","tetrastichon",NA,NA,"Derek S.Harbour",189,177.728215564508,2650.7188014664
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","throndsenii",NA,NA,"Derek S.Harbour",190,15,102.48171710304
"Ciliates",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Derek S.Harbour",188,333,2097.72804575899
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","tortissimus",NA,NA,"Derek S.Harbour",191,11,68.141458949981
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","tortissimus",NA,NA,"Derek S.Harbour",191,15,102.48171710304
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","vixvisibilis",NA,NA,"Derek S.Harbour",192,44.1456145808721,424.115008234622
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","wighamii",NA,NA,"Derek S.Harbour",193,15,102.48171710304
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","willei",NA,NA,"Derek S.Harbour",194,29,243.98649417038
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Climacospheniales","Climacospheniaceae","Climacosphenia",NA,NA,NA,"Derek S.Harbour",195,28.6391776690104,240
"Ciliates",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Derek S.Harbour",188,90.3355524765434,523.598775598298
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","criophilum",NA,"10μm","Derek S.Harbour",196,477.092585919075,9719.30227204342
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","criophilum",NA,"10μm","Derek S.Harbour",196,81.419839988476,949.022780771915
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","criophilum",NA,"15μm","Derek S.Harbour",197,409.608097968726,7952.15640439916
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","criophilum",NA,"30μm","Derek S.Harbour",198,1074.13337356764,28274.3338823082
"Coccolithophorid","Chromista","Haptophyta","Haptophyta incertae sedis",NA,"Alisphaeraceae","Alisphaera",NA,NA,"sp. ","Derek S.Harbour",199,12.7924614587461,65.4498469497871
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","criophilum",NA,"30μm","Derek S.Harbour",198,970.474952018989,24740.0421470196
"Coccolithophorid","Chromista","Haptophyta","Haptophyta incertae sedis",NA,"Alisphaeraceae","Alisphaera",NA,NA,"sp. ","Derek S.Harbour",199,21.3916966355925,113.097335529233
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","criophilum",NA,"50μm","Derek S.Harbour",200,2481.34705061802,85084.8010347236
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","criophilum",NA,"50μm","Derek S.Harbour",200,3701.10835859517,143989.663289532
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","criophilum",NA,"5μm","Derek S.Harbour",201,81.419839988476,949.022780771915
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","criophilum",NA,NA,"Derek S.Harbour",202,1074.13337356764,28274.3338823082
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","criophilum",NA,NA,"Derek S.Harbour",202,227.359687347928,3665.19142918809
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","criophilum",NA,NA,"Derek S.Harbour",202,409.608097968726,7952.15640439916
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","criophilum",NA,NA,"Derek S.Harbour",202,840,20459.4425950029
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Corethrales","Corethraceae","Corethron","inerme",NA,NA,"Derek S.Harbour",203,1268.17211332863,35179.2927355109
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","argus",NA,NA,"Derek S.Harbour",204,1461.79868647024,42411.5008234621
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","asteromphalus",NA,NA,"Derek S.Harbour",205,1461.79868647024,42411.5008234621
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","asteromphalus",NA,NA,"Derek S.Harbour",205,2054.37352040769,66366.144807084
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","asteromphalus",NA,NA,"Derek S.Harbour",205,3178,117829.795027599
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","asteromphalus",NA,NA,"Derek S.Harbour",205,4570.54498706859,190066.355542182
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","centralis",NA,NA,"Derek S.Harbour",206,16362.441656699,1017876.01976309
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","centralis",NA,NA,"Derek S.Harbour",206,7323,353406.916596489
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","concinnus",NA,NA,"Derek S.Harbour",207,143194.726270887,17671458.6764426
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","concinnus",NA,NA,"Derek S.Harbour",207,32522,2513235.68601105
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","granii",NA,NA,"Derek S.Harbour",208,27709.6415432305,2035752.03952618
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","granii",NA,NA,"Derek S.Harbour",208,7323,353406.916596489
"Coccolithophorid","Chromista","Haptophyta","Haptophyta incertae sedis",NA,"Ceratolithaceae","Gladiolithus","flabellatus",NA,NA,"Derek S.Harbour",209,12.7924614587461,65.4498469497871
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","marginatus",NA,NA,"Derek S.Harbour",210,402.671653195553,7775.44181763474
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","marginatus",NA,NA,"Derek S.Harbour",210,NA,NA
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus",NA,NA,"sp. 90μm","Derek S.Harbour",211,3991.63967611124,159043.128087983
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus",NA,NA,"sp. gigas ","Derek S.Harbour",212,8429.52572119417,425293.105479718
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","oculus-iridis",NA,NA,"Derek S.Harbour",213,1923.31353063045,60852.2204799378
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","radiatus",NA,NA,"Derek S.Harbour",214,1462,42419.1861953682
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","radiatus",NA,NA,"Derek S.Harbour",214,2816.74730048888,100530.964914873
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","radiatus",NA,NA,"Derek S.Harbour",214,579.961943648833,12566.3706143592
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","radiatus",NA,NA,"Derek S.Harbour",214,580,12567.4556110673
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","radiatus",NA,NA,"Derek S.Harbour",214,7000,333040.78463923
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","radiatus",NA,NA,"Derek S.Harbour",214,872.68140070528,21513.1940588821
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","thorii",NA,NA,"Derek S.Harbour",215,3954.13148428277,157079.632679489
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","wailesii",NA,NA,"Derek S.Harbour",216,44540.0586616997,3801327.11084364
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","wailesii",NA,NA,"Derek S.Harbour",216,49929.984380275,4417864.66911064
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","wailesii",NA,NA,"Derek S.Harbour",216,99150,10895000.6687178
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Heliopeltaceae","Actinoptychus",NA,NA,"sp. ","Derek S.Harbour",217,316.11201792122,5654.86677646163
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Heliopeltaceae","Actinoptychus","senarius",NA,NA,"Derek S.Harbour",218,239.599282469893,3926.99081698724
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Heliopeltaceae","Actinoptychus","senarius",NA,NA,"Derek S.Harbour",218,600,13140.7473760556
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Heliopeltaceae","Actinoptychus","undulatus",NA,NA,"Derek S.Harbour",219,170.679866053711,2513.27412287183
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Heliopeltaceae","Actinoptychus","undulatus",NA,NA,"Derek S.Harbour",219,70.1047729784909,779.422863405995
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Hemidiscaceae","Actinocyclus","adriaticus",NA,NA,"Derek S.Harbour",220,402.671653195553,7775.44181763474
"Coccolithophorid","Chromista","Haptophyta","Haptophyta incertae sedis",NA,"Umbellosphaeraceae","Umbellosphaera",NA,NA,"sp. ","Derek S.Harbour",221,2001.43109691114,14137.1669411541
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Hemidiscaceae","Actinocyclus",NA,NA,"sp. ","Derek S.Harbour",222,1107.98038839823,29452.4311274043
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Hemidiscaceae","Actinocyclus",NA,NA,"sp. ","Derek S.Harbour",222,666,15074.9390428096
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Hemidiscaceae","Actinocyclus",NA,NA,"sp.50μm","Derek S.Harbour",223,935.148245586536,23561.9449019235
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Hemidiscaceae","Azpeitia","africana",NA,NA,"Derek S.Harbour",224,402.671653195553,7775.44181763474
"Coccolithophorid","Chromista","Haptophyta","Haptophyta incertae sedis",NA,"Umbellosphaeraceae","Umbellosphaera",NA,NA,"sp. ","Derek S.Harbour",221,48.1473588100006,268.082573106329
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Hemidiscaceae","Hemidiscus",NA,NA,"sp. ","Derek S.Harbour",225,741.983309719518,17377.699564084
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Hemidiscaceae","Pseudoguinardia","recta",NA,NA,"Derek S.Harbour",226,2544.91925170542,87964.5943005143
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Hemidiscaceae","Roperia","tesselata",NA,NA,"Derek S.Harbour",227,580,12567.4556110673
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Hemidiscaceae","Roperia","tesselata",NA,NA,"Derek S.Harbour",227,640.288406040592,14313.8815279185
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Hemidiscaceae","Roperia","tesselata",NA,NA,"Derek S.Harbour",227,687.149297037058,15707.9632679489
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Coscinodiscales","Hemidiscaceae","Roperia","tesselata",NA,NA,"Derek S.Harbour",227,941.064948841756,23758.2944427728
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionella","bleakeleyi",NA,NA,"Derek S.Harbour",228,33.9322105846583,300
"Coccolithophorid","Chromista","Haptophyta","Haptophyta incertae sedis",NA,"Umbellosphaeraceae","Umbellosphaera",NA,NA,"sp. ","Derek S.Harbour",221,90,521.529963894225
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionella","formosa",NA,NA,"Derek S.Harbour",229,5.89674236753175,30
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionella","glacialis",NA,NA,"Derek S.Harbour",230,53,539.438493347616
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionella","glacialis",NA,NA,"Derek S.Harbour",230,61.5650308769287,656.968989868596
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionella","glacialis",NA,NA,"Derek S.Harbour",230,79.6575901682067,922.088453960007
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","glacialis",NA,NA,"Derek S.Harbour",231,139.113168074386,1920.34502470386
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","glacialis",NA,NA,"Derek S.Harbour",231,172,2538.88303314183
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","glacialis",NA,NA,"Derek S.Harbour",231,172.589826832725,2550.34502470387
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","glacialis",NA,NA,"Derek S.Harbour",231,53,539.438493347616
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Diatoma","tenuis",NA,NA,"Derek S.Harbour",232,1.05702684349127,3.125
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Fragilaria",NA,NA,NA,"Derek S.Harbour",233,8,44.8161137113239
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Fragilaria",NA,NA,NA,"Derek S.Harbour",233,8.42836510561612,48
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Fragilaria",NA,NA,"sp. ","Derek S.Harbour",234,8.42836510561612,48
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Synedra",NA,NA,"hantzschiana ","Derek S.Harbour",235,20,149.637163774564
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Fragilariales","Fragilariaceae","Synedra",NA,NA,"sp. ","Derek S.Harbour",236,487.528490103387,10000
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Hemiaulales","Bellerocheaceae","Bellerochea","malleus",NA,NA,"Derek S.Harbour",237,885.233643269628,21921.2680332936
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Hemiaulales","Bellerocheaceae","Neostreptotheca","subindica",NA,NA,"Derek S.Harbour",238,331,6007.87716211109
"Coccolithophorid","Chromista","Haptophyta",NA,NA,NA,NA,NA,NA,"10μm Holococcolithophorid","Derek S.Harbour",239,90.3355524765434,523.598775598298
"Coccolithophorid","Chromista","Haptophyta",NA,NA,NA,NA,NA,NA,"10μm Holococcolithophorid","Derek S.Harbour",239,90.3355524765435,523.598775598299
"Diatom","Chromista","Ochrophyta","Bacillariophyceae","Hemiaulales","Bellerocheaceae","Streptotheca",NA,NA,"sp. ","Derek S.Harbour",240,331,6007.87716211109
"Coccolithophorid","Chromista","Haptophyta",NA,NA,NA,NA,NA,NA,"10μm Holococcolithophorid","Derek S.Harbour",239,NA,NA
"Ciliates","Chromista","Ciliophora","Litostomatea","Cyclotrichiida","Mesodiniidae","Mesodinium",NA,NA,"<20μm","Derek S.Harbour",241,2001,14133.9275319261
